Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Event Type,Demand Loss (MW),Number of Customers Affected,Year
October,10/15/2019,03:19:00,10/15/2019,06:38:00,Ohio:,RF,Transmission Interruption,0,0,2019
October,10/15/2019,19:57:00,10/15/2019,20:44:00,Kansas: Shawnee County;,SPP RE,System Operations,0,0,2019
October,10/16/2019,07:00:00,Unknown,Unknown,Texas: Louisiana: Arkansas: Mississippi:,SPP RE,Vandalism,0,0,2019
October,10/17/2019,00:45:00,10/19/2019,09:30:00,Connecticut: Rhode Island: Massachusetts: Vermont: New Hampshire: Maine:,NPCC,Severe Weather,Unknown,101683,2019
October,10/19/2019,05:57:00,10/19/2019,13:58:00,South Dakota: Codington County; Nebraska: Scotts Bluff County;,MRO,Transmission Interruption,0,0,2019
October,10/19/2019,14:00:00,10/19/2019,21:07:00,California: Imperial County;,WECC,System Operations,0,0,2019
October,10/20/2019,22:15:00,10/25/2019,02:00:00,"Texas: Cass County, Cameron County, Collin County, Dallas County, Ellis County, Erath County, Hunt County, Kaufman County, Lamar County, Panola County, Rains County, Rockwall County, Rusk County, Tarrant County, Van Zandt County, Wood County;",TRE,Severe Weather,Unknown,400000,2019
October,10/23/2019,00:49:00,10/23/2019,04:05:00,New York: Monroe County;,NPCC,System Operations,0,0,2019
October,10/23/2019,00:49:00,10/23/2019,04:05:00,New York: Broome County;,NPCC,System Operations,0,0,2019
October,10/23/2019,14:36:00,Unknown,Unknown,California:,WECC,Severe Weather/Transmission Interruption,Unknown,50000,2019
October,10/24/2019,17:02:00,10/24/2019,17:09:00,Ohio: Lorain County;,RF,Transmission Interruption,0,0,2019
October,10/24/2019,05:15:00,Unknown,Unknown,California:,WECC,Fuel Supply Deficiency,0,0,2019
October,10/25/2019,02:53:00,10/25/2019,04:37:00,South Carolina: Cherokee County;,SERC,Suspicious Activity,0,0,2019
October,10/26/2019,18:20:00,10/31/2019,01:27:00,California:,WECC,Severe Weather/Transmission Interruption,3190,972000,2019
October,10/26/2019,08:07:00,10/26/2019,08:45:00,Maine:,NPCC,System Operations,0,0,2019
October,10/26/2019,05:15:00,10/26/2019,17:31:00,Louisiana:,SERC,Severe Weather,Unknown,82124,2019
October,10/26/2019,18:00:00,Unknown,Unknown,Tennessee:,SERC,Severe Weather,Unknown,70000,2019
October,10/29/2019,13:46:00,10/29/2019,14:49:00,"Wisconsin: Brown County, Manitowoc County, Calumet County, Winnebago County, Kewaunee County, Door County, Oconto County, Marinette County, Forest County, Langlade County, Oneida County, Vilas County, Lincoln County, Oneida County, Portage County;",MRO,System Operations,0,0,2019
October,10/30/2019,06:32:00,11/01/2019,13:29:00,"California: Los Angeles County, Orange County, Riverside County, San Bernardino County, Ventura County, Kern County;",WECC,Severe Weather/Distribution Interruption,285,114402,2019
October,10/31/2019,22:00:00,Unknown,Unknown,Pennsylvania:,RF,Severe Weather/Distribution Interruption,Unknown,53943,2019
November,11/01/2019,23:45:00,11/02/2019,00:48:00,New York: Broome County;,NPCC,System Operations,0,0,2019
November,11/01/2019,23:45:00,11/02/2019,00:48:00,New York: Monroe County;,NPCC,System Operations,0,0,2019
November,11/01/2019,01:00:00,11/03/2019,13:00:00,New York:,NPCC,Severe Weather,Unknown,8000,2019
November,11/01/2019,01:15:00,11/02/2019,21:30:00,Connecticut: Maine: Massachusetts: Rhode Island: New Hampshire: Vermont:,NPCC,Severe Weather,Unknown,80066,2019
November,11/01/2019,02:41:00,Unknown,Unknown,New York: Broome County;,NPCC,Severe Weather,Unknown,66325,2019
November,11/03/2019,22:17:00,11/04/2019,11:10:00,Minnesota: Sherburne County;,MRO,Transmission Interruption,0,0,2019
November,11/05/2019,08:56:00,11/05/2019,11:51:00,Florida: Duval County;,FRCC,Transmission Interruption,1500,Unknown,2019
November,11/05/2019,08:30:00,11/05/2019,16:16:00,Indiana:,RF,Vandalism,0,0,2019
November,11/05/2019,15:40:00,11/05/2019,17:11:00,Idaho: Elmore County;,WECC,Vandalism,Unknown,131,2019
November,11/08/2019,05:50:00,11/08/2019,06:10:00,Utah: California: Oregon: Wyoming:,WECC,System Operations,72,Unknown,2019
November,11/16/2019,16:11:00,11/16/2019,17:01:00,Oregon: Lane County;,WECC,Vandalism,0,0,2019
November,11/16/2019,06:00:00,11/16/2019,17:45:00,Texas: New York: Dutchess County;,TRE,Suspicious Activity,0,0,2019
November,11/20/2019,09:49:00,11/20/2019,15:20:00,"California: Colusa County, Lake County, Mendocino County, Napa County, Solano County, Sonoma County, Yolo County, Shasta County, Tehama County;",WECC,Severe Weather/Transmission Interruption,178,54000,2019
November,11/20/2019,16:55:00,11/20/2019,17:37:00,California: Imperial County;,WECC,System Operations,0,0,2019
November,11/22/2019,00:00:00,11/22/2019,01:10:00,New York: Broome County;,NPCC,System Operations,0,0,2019
November,11/22/2019,00:00:00,11/22/2019,01:10:00,New York: Monroe County;,NPCC,System Operations,0,0,2019
November,11/26/2019,18:07:00,11/27/2019,12:27:00,California:,WECC,Severe Weather,300,93000,2019
November,11/27/2019,02:44:00,11/27/2019,16:00:00,California: Santa Clara County;,WECC,Vandalism,35,2,2019
November,11/27/2019,12:00:00,11/30/2019,02:00:00,"Michigan: Tuscola County, Sanilac County, Huron County, St. Clair County, Macomb County, Oakland County, Wayne County, Livingston County, Washtenaw County, Monroe County;",RF,Severe Weather,30,107000,2019
November,11/29/2019,00:00:00,12/01/2019,00:00:00,Texas: Dawson County;,TRE,Actual Physical Attack,0,0,2019
December,12/03/2019,19:16:00,12/03/2019,19:49:00,Alabama: Covington County;,SERC,System Operations,0,0,2019
December,12/03/2019,06:55:00,Unknown,Unknown,California: Fresno County;,WECC,Vandalism,Unknown,Unknown,2019
December,12/05/2019,16:48:00,12/09/2019,05:16:00,Ohio: Kentucky:,RF,System Operations,0,0,2019
December,12/05/2019,00:00:00,Unknown,Unknown,Washington: Chelan County;,WECC,Suspicious Activity,Unknown,Unknown,2019
December,12/07/2019,06:10:00,12/08/2019,02:20:00,Oklahoma: Stephens County;,SPP RE,Actual Physical Attack,2,400,2019
December,12/08/2019,13:40:00,12/08/2019,13:41:00,Texas: Dallas County;,TRE,Vandalism,0,0,2019
December,12/11/2019,20:53:00,12/11/2019,21:33:00,Oklahoma: Stephens County;,SPP RE,Actual Physical Attack,1,392,2019
December,12/11/2019,13:27:00,12/11/2019,13:51:00,North Dakota: Burleigh County;,MRO,Transmission Interruption,18,1,2019
December,12/11/2019,13:22:00,12/11/2019,16:28:00,Maine:,NPCC,System Operations,0,0,2019
December,12/16/2019,23:55:00,12/17/2019,01:47:00,Texas:,TRE,Transmission Interruption,0,0,2019
December,12/18/2019,14:30:00,12/18/2019,15:25:00,Texas: Nueces County;,TRE,System Operations,0,0,2019
December,12/19/2019,02:58:00,12/19/2019,03:46:00,Nebraska:,MRO,System Operations,0,0,2019
December,12/24/2019,15:30:00,12/24/2019,19:34:00,Illinois:,SERC,Suspicious Activity,0,0,2019
December,12/31/2019,12:00:00,12/31/2019,13:00:00,Washington:,WECC,Vandalism,0,0,2019
December,12/31/2019,11:03:00,01/01/2020,10:59:00,Texas: Nueces County;,TRE,Transmission Interruption,25,0,2019
January,01/09/2020,23:07:00,01/09/2020,23:19:00,Arkansas: Yell County;,SPP RE,Severe Weather/Transmission Interruption,0,0,2020
January,01/09/2020,20:45:00,01/10/2020,21:23:00,Washington: King County;,WECC,Suspicious Activity,0,0,2020
January,01/09/2020,07:40:00,01/09/2020,08:48:00,Minnesota: North Dakota: Wisconsin:,MRO,System Operations,0,0,2020
January,01/09/2020,23:07:00,01/09/2020,23:18:00,Arkansas:,SPP RE,System Operations,Unknown,Unknown,2020
January,01/10/2020,14:53:00,Unknown,Unknown,Tennessee: Hamilton County;,SERC,Suspicious Activity,Unknown,Unknown,2020
January,01/11/2020,02:25:00,01/11/2020,07:56:00,Arkansas: Cross County;,SPP RE,Severe Weather/Transmission Interruption,22,7541,2020
January,01/11/2020,23:02:00,01/12/2020,02:01:00,North Carolina: South Carolina:,SERC,Severe Weather,Unknown,66475,2020
January,01/11/2020,03:30:00,01/11/2020,17:30:00,Arkansas: Texas:,SPP RE,Severe Weather,Unknown,68138,2020
January,01/11/2020,13:20:00,Unknown,Unknown,Tennessee:,SERC,Severe Weather,4,Unknown,2020
January,01/11/2020,12:50:00,01/12/2020,13:33:00,Alabama: Georgia: Mississippi:,SERC,Severe Weather,219,30715,2020
January,01/12/2020,11:15:00,01/12/2020,11:18:00,Texas: Brazos County;,TRE,Suspicious Activity,0,0,2020
January,01/14/2020,00:00:00,01/14/2020,01:00:00,Florida: Alachua County;,FRCC,Suspicious Activity,0,0,2020
January,01/16/2020,11:06:00,01/16/2020,11:36:00,Texas: Harris County;,TRE,System Operations,0,0,2020
January,01/17/2020,05:28:00,01/17/2020,10:13:00,California: Humboldt County;,WECC,Severe Weather/Transmission Interruption,87,67864,2020
January,01/20/2020,06:30:00,01/20/2020,06:31:00,California: Los Angeles County;,WECC,Vandalism,0,0,2020
January,01/22/2020,02:57:00,01/22/2020,03:17:00,Nevada: Humboldt County;,WECC,Actual Physical Attack,7,3120,2020
January,01/23/2020,23:30:00,01/24/2020,00:39:00,Florida: Manatee County;,FRCC,Vandalism,0,0,2020
January,01/24/2020,04:34:00,Unknown,Unknown,California:,WECC,Fuel Supply Deficiency,0,0,2020
January,01/27/2020,14:10:00,01/27/2020,18:58:00,North Dakota: South Dakota: Montana:,MRO,System Operations,540,130000,2020
January,01/30/2020,03:01:00,01/30/2020,04:36:00,North Dakota: Burleigh County;,MRO,Transmission Interruption,75,0,2020
January,01/31/2020,09:50:00,02/03/2020,10:00:00,California:,WECC,Suspicious Activity,0,0,2020
February,02/06/2020,14:29:00,02/07/2020,12:44:00,North Carolina:,SERC,Severe Weather/Distribution Interruption,Unknown,284256,2020
February,02/06/2020,13:30:00,02/07/2020,20:08:00,North Carolina: South Carolina:,SERC,Severe Weather/Transmission Interruption,Unknown,89500,2020
February,02/07/2020,16:25:00,02/08/2020,12:00:00,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,NPCC,Severe Weather,Unknown,123359,2020
February,02/07/2020,14:42:00,02/10/2020,09:25:00,New York:,NPCC,Severe Weather,Unknown,7500,2020
February,02/07/2020,11:00:00,Unknown,Unknown,Pennsylvania:,RF,Severe Weather/Distribution Interruption,Unknown,52000,2020
February,02/07/2020,08:48:00,Unknown,Unknown,Virginia: North Carolina:,SERC,Severe Weather,Unknown,87000,2020
February,02/08/2020,13:56:00,02/08/2020,15:04:00,California:,WECC,Vandalism,0,0,2020
February,02/09/2020,09:30:00,02/09/2020,21:40:00,"California: Alameda County, Contra Costa County, El Dorado County, Nevada County, Placer County, Sierra County, Santa Clara County, Napa County, Marin County, Santa Cruz County;",WECC,Severe Weather,500,145000,2020
February,02/11/2020,02:53:00,02/11/2020,13:30:00,Texas: Sterling County;,TRE,System Operations,0,0,2020
February,02/11/2020,07:13:00,02/11/2020,16:00:00,Oregon: Clackamas County;,WECC,Transmission Interruption,Unknown,0,2020
February,02/12/2020,07:36:00,02/12/2020,08:53:00,Maine:,NPCC,System Operations,0,0,2020
February,02/13/2020,08:01:00,02/13/2020,14:38:00,Oregon:,WECC,Vandalism,0,0,2020
February,02/17/2020,09:47:00,02/17/2020,15:31:00,Alabama: Chambers County;,SERC,Vandalism,97,Unknown,2020
February,02/17/2020,13:18:00,02/20/2020,09:51:00,Michigan: Eaton County;,RF,Vandalism,0,0,2020
February,02/17/2020,04:00:00,Unknown,Unknown,Northern and Central California;,WECC,Severe Weather,91,70000,2020
February,02/18/2020,13:00:00,02/18/2020,14:00:00,California: Kern County;,WECC,Vandalism,0,0,2020
February,02/25/2020,11:45:00,02/25/2020,13:00:00,California: Los Angeles County;,WECC,Vandalism,0,0,2020
February,02/26/2020,16:30:00,02/26/2020,17:02:00,Oklahoma:,SPP RE,System Operations,0,0,2020
February,02/26/2020,17:00:00,02/26/2020,18:05:00,Maine:,NPCC,System Operations,0,0,2020
February,02/26/2020,11:29:00,02/26/2020,12:14:00,South Dakota: Wyoming: Colorado:,MRO,System Operations,0,0,2020
February,02/29/2020,01:45:00,02/29/2020,02:30:00,"Nevada: Clark County, Washoe County;",WECC,System Operations,0,0,2020
March,03/01/2020,11:27:00,03/01/2020,21:47:00,Mississippi: Rankin County;,SERC,Transmission Interruption,19,3136,2020
March,03/01/2020,22:15:00,Unknown,Unknown,New York:,NPCC,Vandalism,0,0,2020
March,03/01/2020,08:00:00,Unknown,Unknown,Western NY,NPCC,Fuel Supply Deficiency,675,Unknown,2020
March,03/02/2020,01:43:00,03/02/2020,02:43:00,"Nevada: Clark County, Washoe County;",WECC,System Operations,0,0,2020
March,03/03/2020,14:30:00,03/03/2020,14:31:00,Alabama:,SERC,Vandalism,0,0,2020
March,03/08/2020,22:10:00,03/09/2020,01:02:00,Texas: Llano County;,TRE,Suspicious Activity,0,0,2020
March,03/12/2020,01:03:00,03/12/2020,03:00:00,Pennsylvania:,RF,Transmission Interruption,40,15864,2020
March,03/16/2020,12:01:00,03/16/2020,13:10:00,California:,WECC,Severe Weather,165,110800,2020
March,03/16/2020,08:00:00,03/16/2020,08:01:00,California: Los Angeles County;,WECC,Vandalism,0,0,2020
March,03/16/2020,08:00:00,03/16/2020,08:01:00,California: Los Angeles County;,WECC,Vandalism,0,0,2020
March,03/17/2020,10:30:00,03/17/2020,11:41:00,Michigan: Washtenaw County;,RF,System Operations,6062,0,2020
March,03/18/2020,07:09:00,Unknown,Unknown,Utah:,WECC,Natural Disaster,237,73000,2020
March,03/19/2020,17:05:00,03/19/2020,17:43:00,Minnesota: St. Louis County;,MRO,System Operations,0,0,2020
March,03/20/2020,22:20:00,03/20/2020,23:30:00,Connecticut: Massachusetts: Rhode Island: Maine: New Hampshire: Vermont:,NPCC,System Operations,0,0,2020
March,03/20/2020,23:38:00,03/20/2020,23:59:00,Maine:,NPCC,System Operations,0,0,2020
March,03/20/2020,23:45:00,03/21/2020,00:30:00,Connecticut: Massachusetts:,NPCC,System Operations,0,0,2020
March,03/23/2020,00:15:00,03/25/2020,17:11:00,Wisconsin: Columbia County;,MRO,Vandalism,0,0,2020
March,03/23/2020,14:15:00,03/23/2020,16:37:00,Virginia:,SERC,Sabotage,Unknown,1018,2020
March,03/24/2020,12:45:00,03/24/2020,14:00:00,California: Nevada County;,WECC,Suspicious Activity,0,0,2020
March,03/24/2020,02:55:00,03/24/2020,06:50:00,Connecticut: Massachusetts: Maine: New Hampshire: Rhode Island: Vermont:,NPCC,Severe Weather,Unknown,51026,2020
March,03/25/2020,10:31:00,Unknown,Unknown,Nevada: Clark County;,WECC,Vandalism,0,0,2020
March,03/26/2020,21:29:00,03/26/2020,21:47:00,Ohio:,RF,Transmission Interruption,19,11964,2020
March,03/27/2020,13:06:00,03/27/2020,13:58:00,"Delaware: Kent County, New Castle County, Sussex County; Maryland: Cecil County, Harford County, Talbot County, Kent County, Queen Anne&#39;s County, Dorchester County, Wicomico County, Worcester County, Somerset County;",RF,System Operations,0,0,2020
March,03/27/2020,13:06:00,03/27/2020,13:58:00,"New Jersey: Atlantic County, Cape May County, Cumberland County, Gloucester County, Salem County;",RF,System Operations,0,0,2020
March,03/29/2020,20:27:00,03/29/2020,23:04:00,Mississippi: Panola County;,SERC,Transmission Interruption,4,1558,2020
March,03/31/2020,11:45:00,03/31/2020,20:00:00,Alabama: Georgia:,SERC,Severe Weather,412,57744,2020
April,04/01/2020,21:43:00,04/01/2020,22:18:00,Illinois: Williamson County;,SERC,System Operations,0,0,2020
April,04/02/2020,18:41:00,04/02/2020,19:23:00,Texas: Travis County;,TRE,System Operations,0,0,2020
April,04/02/2020,13:37:00,04/02/2020,14:43:00,Nebraska: York County;,MRO,Transmission Interruption,5,Unknown,2020
April,04/02/2020,20:45:00,Unknown,Unknown,Washington: Wallula,WECC,Vandalism,Unknown,Unknown,2020
April,04/03/2020,09:13:00,Unknown,Unknown,Nevada: Clark County;,WECC,Vandalism,0,0,2020
April,04/05/2020,02:30:00,04/05/2020,03:01:00,Texas: Cameron County;,TRE,Suspicious Activity,0,0,2020
April,04/05/2020,15:46:00,04/05/2020,17:35:00,California: Stanislaus County;,WECC,Severe Weather,7,6814,2020
April,04/07/2020,23:39:00,04/07/2020,23:46:00,Washington:,WECC,Transmission Interruption,0,0,2020
April,04/08/2020,21:57:00,04/09/2020,08:59:00,Ohio: Kentucky:,RF,Severe Weather,Unknown,78314,2020
April,04/08/2020,22:03:00,04/09/2020,07:36:00,Indiana:,RF,Severe Weather,Unknown,93000,2020
April,04/08/2020,01:21:00,04/08/2020,03:56:00,Ohio:,WECC,Severe Weather,Unknown,82509,2020
April,04/09/2020,19:25:00,04/10/2020,03:30:00,Texas: Harris County;,TRE,Severe Weather,Unknown,95000,2020
April,04/09/2020,19:40:00,04/11/2020,22:00:00,Maine:,NPCC,Severe Weather,Unknown,340000,2020
April,04/09/2020,07:34:00,04/09/2020,17:40:00,Wisconsin: Dane County;,RF,System Operations,0,0,2020
April,04/10/2020,10:00:00,04/10/2020,16:19:00,Maine:,NPCC,System Operations,0,0,2020
April,04/10/2020,16:00:00,Unknown,Unknown,Nevada: White Pine County;,WECC,Vandalism,0,0,2020
April,04/11/2020,11:24:00,04/11/2020,11:42:00,Wyoming:,WECC,Transmission Interruption,0,0,2020
April,04/11/2020,17:40:00,04/11/2020,17:51:00,Utah: Salt Lake City,WECC,Suspicious Activity,Unknown,Unknown,2020
April,04/12/2020,20:45:00,Unknown,Unknown,Arkansas:,SPP RE,Severe Weather,Unknown,95318,2020
April,04/12/2020,13:00:00,04/12/2020,19:27:00,"Louisiana: Acadia Parish, Iberville Parish, Jefferson Davis Parish, Concordia Parish, Winn Parish, Catahoula Parish, Terrebonne Parish, St. Mary Parish;",SERC,Severe Weather,122,37991,2020
April,04/12/2020,20:30:00,04/14/2020,09:00:00,Arkansas:,SPP RE,Severe Weather,Unknown,51000,2020
April,04/12/2020,21:28:00,04/15/2020,12:00:00,Virginia: West Virginia:,RF,Severe Weather,Unknown,104000,2020
April,04/12/2020,17:00:00,04/14/2020,01:25:00,Mississippi: Alabama: Georgia:,SERC,Severe Weather,448,62828,2020
April,04/12/2020,18:13:00,04/13/2020,15:23:00,Texas:,TRE,Severe Weather,Unknown,63289,2020
April,04/13/2020,03:30:00,04/14/2020,18:18:00,North Carolina: South Carolina:,SERC,Severe Weather,Unknown,216400,2020
April,04/13/2020,00:45:00,04/13/2020,03:00:00,Tennessee: Hamilton County;,SERC,Severe Weather,Unknown,120000,2020
April,04/13/2020,08:08:00,Unknown,Unknown,South Carolina:,SERC,Severe Weather,Unknown,72233,2020
April,04/13/2020,10:25:00,04/13/2020,18:55:00,North Carolina:,SERC,Severe Weather,Unknown,95000,2020
April,04/13/2020,13:05:00,04/14/2020,16:00:00,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,NPCC,Severe Weather,Unknown,68476,2020
April,04/13/2020,07:31:00,04/13/2020,14:00:00,North Carolina: South Carolina:,SERC,Severe Weather,Unknown,Unknown,2020
April,04/16/2020,11:30:00,04/16/2020,15:45:00,Georgia:,SERC,Vandalism,0,0,2020
April,04/18/2020,19:38:00,Unknown,Unknown,Nevada: Washoe County;,WECC,Vandalism,0,0,2020
April,04/19/2020,01:14:00,04/20/2020,11:42:00,North Dakota: Burleigh County;,MRO,Suspicious Activity,0,0,2020
April,04/20/2020,12:42:00,04/20/2020,13:27:00,South Dakota: Deuel County;,MRO,Vandalism,0,0,2020
April,04/20/2020,00:59:00,04/20/2020,08:40:00,Alabama: Mississippi: Georgia: Florida:,SERC,Severe Weather,552,77341,2020
April,04/23/2020,04:30:00,04/23/2020,07:00:00,Mississippi: Arkansas: Louisiana:,SERC,Severe Weather,Unknown,55184,2020
April,04/23/2020,08:00:00,04/23/2020,23:40:00,Alabama: Georgia: Mississippi: Florida:,SERC,Severe Weather,375,52163,2020
April,04/24/2020,22:00:00,Unknown,Unknown,Nevada: White Pine County;,WECC,Vandalism,0,0,2020
April,04/24/2020,21:00:00,04/24/2020,21:33:00,"California: Placer County, Nevada County;",WECC,System Operations,5,945,2020
April,04/25/2020,21:25:00,04/25/2020,21:56:00,Oregon: Multnomah County;,WECC,Vandalism,0,0,2020
April,04/26/2020,01:38:00,Unknown,Unknown,Florida:,FRCC,Severe Weather,Unknown,49999,2020
April,04/28/2020,20:01:00,04/28/2020,23:21:00,Texas: Jefferson County;,TRE,Transmission Interruption,14,1,2020
April,04/29/2020,06:00:00,04/29/2020,12:31:00,Louisiana:,SERC,Severe Weather,Unknown,77933,2020
April,04/29/2020,05:55:00,04/29/2020,19:00:00,Texas: Harris County;,TRE,Severe Weather,Unknown,146660,2020
April,04/30/2020,15:00:00,Unknown,Unknown,"Pennsylvania: Bucks County, Chester County, Delaware County, Montgomery County, Philadelphia County, York County;",RF,Severe Weather,Unknown,78007,2020
May,05/04/2020,11:59:00,05/07/2020,20:00:00,Tennessee: Davidson County;,SERC,Severe Weather,500,130000,2020
May,05/08/2020,13:45:00,05/08/2020,13:46:00,Nevada: Nye County;,WECC,Vandalism,0,0,2020
May,05/13/2020,23:16:00,05/14/2020,13:52:00,Indiana: Hendricks County;,RF,System Operations,0,0,2020
May,05/13/2020,05:12:00,05/13/2020,14:07:00,Washington:,WECC,Transmission Interruption,0,0,2020
May,05/14/2020,11:23:00,05/14/2020,11:25:00,Oregon: Jackson County;,WECC,Vandalism,0,0,2020
May,05/15/2020,17:55:00,05/17/2020,18:00:00,New York: Saratoga County;,NPCC,Severe Weather,Unknown,52,2020
May,05/16/2020,00:00:00,05/16/2020,00:30:00,Texas: Cameron County;,TRE,Suspicious Activity,0,0,2020
May,05/18/2020,23:51:00,05/19/2020,04:37:00,South Carolina:,SERC,System Operations,0,0,2020
May,05/18/2020,09:27:00,05/18/2020,10:15:00,Oregon: Clackamas County;,WECC,System Operations,0,0,2020
May,05/19/2020,20:04:00,05/19/2020,22:00:00,Alabama: Jefferson County;,SERC,Vandalism,8,6000,2020
May,05/19/2020,08:17:00,05/19/2020,08:18:00,Idaho: Bonneville County;,WECC,Vandalism,0,0,2020
May,05/19/2020,13:45:00,05/19/2020,13:46:00,Arkansas:,SPP RE,Suspicious Activity,0,0,2020
May,05/20/2020,11:41:00,Unknown,Unknown,Nevada: Clark County;,WECC,Vandalism,0,0,2020
May,05/22/2020,16:35:00,05/23/2020,15:29:00,North Carolina: South Carolina:,SERC,Severe Weather,Unknown,108190,2020
May,05/24/2020,16:45:00,Unknown,Unknown,Central Oklahoma,SPP RE,Severe Weather,Unknown,54000,2020
May,05/25/2020,10:58:00,05/25/2020,13:00:00,Texas: Kerr County;,TRE,Transmission Interruption,8,3745,2020
May,05/27/2020,17:15:00,05/29/2020,06:30:00,Texas: Harris County;,TRE,Severe Weather,Unknown,382000,2020
May,05/27/2020,17:20:00,Unknown,Unknown,Texas:,TRE,Severe Weather,Unknown,273269,2020
May,05/29/2020,17:01:00,05/29/2020,18:57:00,Pennsylvania: Warren County;,RF,Transmission Interruption,0,0,2020
May,05/29/2020,17:30:00,05/31/2020,18:00:00,Minnesota: Hennepin County;,MRO,System Operations,0,0,2020
May,05/29/2020,21:37:00,05/30/2020,04:29:00,Ohio: Franklin County;,RF,Vandalism,0,0,2020
May,05/30/2020,22:20:00,05/30/2020,23:00:00,Texas: Bexar County;,TRE,System Operations,0,0,2020
May,05/31/2020,21:30:00,06/01/2020,01:00:00,Alabama: Jefferson County;,SERC,Vandalism,0,0,2020
May,05/31/2020,00:15:00,Unknown,Unknown,Pennsylvania:,RF,Vandalism,0,0,2020
June,06/02/2020,14:36:00,06/02/2020,14:37:00,"Idaho: Blaine County, Jerome County, Minidoka County, Power County;",WECC,Vandalism,Unknown,0,2020
June,06/03/2020,13:00:00,06/06/2020,16:30:00,New Jersey:,RF,Severe Weather,80,87000,2020
June,06/03/2020,12:30:00,06/03/2020,18:00:00,"Pennsylvania: Bucks County, Chester County, Delaware County, Montgomery County, Philadelphia County, York County;",RF,Severe Weather,Unknown,708000,2020
June,06/03/2020,16:57:00,06/03/2020,17:29:00,North Dakota: Minnesota:,MRO,System Operations,0,0,2020
June,06/03/2020,13:36:00,06/03/2020,16:30:00,New Jersey:,RF,Severe Weather,Unknown,78079,2020
June,06/09/2020,11:21:00,06/09/2020,12:01:00,Washington:,WECC,Transmission Interruption,0,0,2020
June,06/10/2020,19:30:00,Unknown,Unknown,"Michigan: Oakland County, Macomb County, Wayne County, Sanilac County, Tuscola County, Huron County, Lapeer County, Livingston County, Monroe County;",RF,Severe Weather,Unknown,237000,2020
June,06/10/2020,12:22:00,06/10/2020,17:00:00,"Michigan: Gratiot County, Lake County, Missaukee County, Benzie County, Leelanau County, Manistee County, Wexford County, Montcalm County, Kent County, Ottawa County, Van Buren County, St. Joseph County, Arenac County, Saginaw County, Calhoun County, Branch County;",RF,Severe Weather,Unknown,270000,2020
June,06/10/2020,17:24:00,06/11/2020,18:00:00,Ohio: Indiana: Kentucky: West Virginia:,RF,Severe Weather,Unknown,85822,2020
June,06/12/2020,08:21:00,06/12/2020,08:22:00,Michigan: Houghton County;,RF,Vandalism,0,0,2020
June,06/18/2020,12:11:00,06/22/2020,08:11:00,Colorado: El Paso County;,WECC,Actual Physical Attack,0,0,2020
June,06/18/2020,20:32:00,06/18/2020,20:35:00,Kentucky: Gallatin County;,SERC,Actual Physical Attack,0,0,2020
June,06/21/2020,01:16:00,06/21/2020,18:45:00,Delaware: New Castle County;,RF,Vandalism,0,0,2020
June,06/22/2020,11:44:00,06/22/2020,12:42:00,"Pennsylvania: Allegheny County, Beaver County;",RF,System Operations,0,0,2020
June,06/25/2020,09:40:00,06/25/2020,11:00:00,Kentucky: Madison County;,SERC,Suspicious Activity,Unknown,0,2020
June,06/26/2020,16:20:00,06/29/2020,15:00:00,North Dakota: Mountrail County;,MRO,Vandalism,0,0,2020
June,06/26/2020,12:47:00,06/26/2020,13:53:00,Texas: Travis County;,TRE,System Operations,0,0,2020
June,06/27/2020,16:00:00,06/28/2020,02:27:00,Alabama: Georgia:,SERC,Severe Weather,33480,78109,2020
June,06/29/2020,14:32:00,06/29/2020,16:35:00,Arkansas: Garland County;,SPP RE,Transmission Interruption,0,0,2020
June,06/30/2020,10:28:00,06/30/2020,10:29:00,Oregon:,WECC,Vandalism,0,0,2020
July,07/01/2020,19:26:00,07/01/2020,19:44:00,Pennsylvania:,RF,Transmission Interruption,32,2013,2020
July,07/02/2020,20:30:00,Unknown,Unknown,California: Butte County;,WECC,Fuel Supply Deficiency,0,0,2020
July,07/06/2020,12:26:00,Unknown,Unknown,New York: Kings County;,NPCC,Suspicious Activity,0,0,2020
July,07/06/2020,18:45:00,07/06/2020,19:42:00,District of Columbia: Maryland:,RF,System Operations,0,0,2020
July,07/07/2020,11:38:00,07/07/2020,18:24:00,California: Los Angeles County;,WECC,Transmission Interruption,0,0,2020
July,07/07/2020,13:09:00,07/08/2020,08:17:00,Colorado:,WECC,Transmission Interruption,0,0,2020
July,07/07/2020,19:17:00,07/07/2020,23:49:00,West Virginia: Wyoming County;,RF,Severe Weather/Transmission Interruption,Unknown,Unknown,2020
July,07/08/2020,22:04:00,Unknown,Unknown,Texas:,TRE,Actual Physical Attack,0,0,2020
July,07/08/2020,18:45:00,Unknown,Unknown,California:,WECC,Fuel Supply Deficiency,0,0,2020
July,07/09/2020,15:09:00,Unknown,Unknown,Washington: Thurston County;,WECC,Suspicious Activity,0,0,2020
July,07/11/2020,23:30:00,07/12/2020,06:30:00,Oklahoma: Arkansas:,SPP RE,Severe Weather,Unknown,68000,2020
July,07/11/2020,21:30:00,Unknown,Unknown,Oklahoma:,SPP RE,Severe Weather,Unknown,94700,2020
