Month,Area Affected,NERC Region,Event Type,Demand Loss (MW),Number of Customers Affected,Year,Date/Time Event Began,Date/Time Restoration,Event Duration (hours)
December,Missouri,MRO,System Operations,0,0,2020,2020-12-09 13:20:00,2020-12-09 14:30:00,1.17
December,Washington,WECC,System Operations,0,0,2020,2020-12-10 16:30:00,2020-12-12 05:00:00,12.5
December,Texas,TRE,System Operations,0,0,2020,2020-12-11 22:51:00,2020-12-11 23:57:00,1.1
December,California,WECC,System Operations,298,159239,2020,2020-12-13 06:47:00,2020-12-13 07:36:00,0.82
December,Idaho,WECC,Cyber Event,0,0,2020,2020-12-14 11:00:00,,
December,California,WECC,System Operations,0,0,2020,2020-12-14 17:01:00,2020-12-14 17:34:00,0.55
December,New Jersey,RF,Cyber Event,0,0,2020,2020-12-14 01:30:00,,
December,Oklahoma,MRO,Transmission Interruption,Unknown,Unknown,2020,2020-12-16 23:20:00,2020-12-17 07:20:00,8.0
December,California,WECC,Severe Weather,35,17000,2020,2020-12-17 08:07:00,2020-12-17 08:32:00,0.42
December,Michigan,RF,System Operations,0,0,2020,2020-12-17 16:19:00,2020-12-17 16:57:00,0.63
December,Oregon,WECC,Suspicious Activity,0,0,2020,2020-12-18 06:34:00,2020-12-18 09:51:00,3.28
December,California,WECC,Cyber Event,0,0,2020,2020-12-20 05:06:00,2020-12-20 05:22:00,0.27
December,Washington,WECC,Vandalism,0,2000,2020,2020-12-22 02:20:00,2020-12-22 02:21:00,0.02
December,Pennsylvania,RF,Severe Weather/Distribution Interruption,Unknown,68114,2020,2020-12-24 23:40:00,,
December,California,WECC,Vandalism,0,0,2020,2020-12-25 03:51:00,2020-12-25 03:52:00,0.02
December,Ohio,RF,Suspicious Activity,0,0,2020,2020-12-25 18:51:00,2020-12-25 19:24:00,0.55
December,Connecticut,NPCC,Severe Weather,Unknown,19000,2020,2020-12-25 07:55:00,2020-12-25 16:45:00,8.83
December,Virginia,SERC,Vandalism,0,0,2020,2020-12-28 17:31:00,2020-12-29 13:31:00,20.0
January,California,WECC,Vandalism,0,0,2021,2021-01-01 07:04:00,2021-01-01 07:05:00,0.02
January,California,WECC,System Operations,8,5803,2021,2021-01-02 10:28:00,2021-01-02 10:29:00,0.02
January,Pennsylvania,RF,Transmission Interruption,6,3825,2021,2021-01-04 10:34:00,2021-01-04 10:49:00,0.25
January,Arkansas,SERC,Sabotage,Unknown,1908,2021,2021-01-08 01:26:00,2021-01-08 02:45:00,1.32
January,Texas,TRE,Severe Weather,Unknown,188000,2021,2021-01-10 22:44:00,2021-01-13 16:00:00,17.27
January,Louisiana,SERC,Severe Weather/Distribution Interruption,Unknown,58000,2021,2021-01-11 05:00:00,2021-01-11 14:22:00,9.37
January,Washington,WECC,Severe Weather,100,320000,2021,2021-01-12 23:50:00,2021-01-15 13:00:00,13.17
January,Oregon,WECC,Severe Weather,Unknown,94231,2021,2021-01-12 20:46:00,2021-01-13 16:00:00,19.23
January,Washington,WECC,Severe Weather/Distribution Interruption,150,70000,2021,2021-01-12 23:49:00,2021-01-14 14:00:00,14.18
January,Washington,WECC,Severe Weather/Transmission Interruption,200,62000,2021,2021-01-12 20:30:00,,
January,Washington,WECC,Severe Weather,185,70417,2021,2021-01-13 03:43:00,2021-01-13 16:00:00,12.28
January,Georgia,SERC,Vandalism,0,0,2021,2021-01-13 13:05:00,2021-01-13 13:06:00,0.02
January,Missouri,SERC,System Operations,0,0,2021,2021-01-15 17:48:00,2021-01-15 18:55:00,1.12
January,Connecticut,NPCC,System Operations,0,0,2021,2021-01-18 14:07:00,2021-01-18 14:42:00,0.58
January,California,WECC,Severe Weather,Unknown,173746,2021,2021-01-19 09:31:00,2021-01-21 14:36:00,5.08
January,California,WECC,Severe Weather,411,124888,2021,2021-01-19 02:48:00,2021-01-20 11:41:00,8.88
January,Texas,TRE,Vandalism,0,0,2021,2021-01-21 00:00:00,2021-02-03 16:55:00,16.92
January,Georgia,SERC,Cyber Event,29,Unknown,2021,2021-01-23 07:00:00,2021-01-27 13:45:00,6.75
January,California,WECC,Suspicious Activity,45,0,2021,2021-01-23 07:45:00,2021-01-23 08:00:00,0.25
January,California,WECC,Severe Weather,841,255715,2021,2021-01-26 20:49:00,2021-01-28 21:14:00,0.42
January,New Hampshire,NPCC,Vandalism,0,0,2021,2021-01-27 12:30:00,2021-01-27 16:18:00,3.8
January,New Hampshire,NPCC,Vandalism,0,0,2021,2021-01-28 10:15:00,2021-01-28 16:46:00,6.52
February,Texas,TRE,Transmission Interruption,13,6102,2021,2021-02-01 23:25:00,2021-02-02 01:12:00,1.78
February,South Dakota,MRO,Severe Weather/Transmission Interruption,5,4,2021,2021-02-02 12:34:00,2021-02-02 15:43:00,3.15
February,South Dakota,MRO,Severe Weather/Transmission Interruption,5,3,2021,2021-02-02 09:25:00,2021-02-03 11:38:00,2.22
February,North Dakota,MRO,Transmission Interruption,7,1400,2021,2021-02-03 14:22:00,2021-02-04 22:32:00,8.17
February,Arkansas,SERC,Vandalism,0,0,2021,2021-02-05 09:43:00,2021-02-05 11:19:00,1.6
February,Ohio,RF,Transmission Interruption,0,0,2021,2021-02-06 06:50:00,2021-02-06 14:43:00,7.88
February,Texas,TRE,Suspicious Activity,0,0,2021,2021-02-07 06:57:00,2021-02-07 07:34:00,0.62
February,Minnesota,MRO,Transmission Interruption,0,0,2021,2021-02-08 07:04:00,2021-02-08 14:10:00,7.1
February,New Hampshire,NPCC,System Operations,0,0,2021,2021-02-08 18:19:00,2021-02-08 18:29:00,0.17
February,Oregon,WECC,Vandalism,0,0,2021,2021-02-09 13:00:00,2021-02-10 14:21:00,1.35
February,North Carolina,SERC,Transmission Interruption,0,0,2021,2021-02-09 10:51:00,,
February,Texas,TRE,Severe Weather,Unknown,2000000,2021,2021-02-10 15:00:00,2021-02-23 15:00:00,0.0
February,Illinois,SERC,Fuel Supply Deficiency,Unknown,Unknown,2021,2021-02-11 08:30:00,2021-02-22 09:00:00,0.5
February,Colorado,WECC,Transmission Interruption,0,0,2021,2021-02-11 19:21:00,2021-02-11 21:20:00,1.98
February,Kansas,MRO,Fuel Supply Deficiency,0,0,2021,2021-02-11 13:00:00,,
February,Oregon,WECC,Severe Weather,Unknown,300187,2021,2021-02-12 21:00:00,2021-02-20 17:15:00,20.25
February,Texas,TRE,Fuel Supply Deficiency,Unknown,Unknown,2021,2021-02-12 15:30:00,2021-02-22 07:30:00,16.0
February,Washington,WECC,Severe Weather,164,37583,2021,2021-02-13 09:56:00,2021-02-13 11:01:00,1.08
February,Texas,TRE,Severe Weather,Unknown,Unknown,2021,2021-02-13 13:30:00,2021-02-20 08:00:00,18.5
February,West Virginia,RF,Severe Weather,Unknown,55097,2021,2021-02-13 13:30:00,2021-02-19 21:00:00,7.5
February,South Carolina,SERC,Severe Weather,Unknown,129000,2021,2021-02-13 08:32:00,2021-02-14 15:00:00,6.47
February,Texas,TRE,Severe Weather,7214,Unknown,2021,2021-02-14 08:30:00,2021-02-19 18:00:00,9.5
February,Texas,TRE,Severe Weather,Unknown,Unknown,2021,2021-02-14 08:30:00,2021-02-19 18:00:00,9.5
February,Oklahoma,MRO,Severe Weather,Unknown,Unknown,2021,2021-02-14 05:30:00,2021-02-18 10:00:00,4.5
February,Arkansas,SERC,Severe Weather,461,125484,2021,2021-02-14 20:21:00,2021-02-18 09:30:00,13.15
February,North Dakota,MRO,Severe Weather,3000,Unknown,2021,2021-02-14 20:00:00,2021-02-18 09:28:00,13.47
February,Missouri,SERC,Severe Weather,Unknown,Unknown,2021,2021-02-14 19:05:00,,
February,Nebraska,MRO,Severe Weather,0,0,2021,2021-02-14 20:32:00,,
February,Missouri,SERC,Severe Weather,0,0,2021,2021-02-14 18:00:00,2021-02-16 22:00:00,4.0
February,Texas,TRE,Severe Weather,Unknown,Unknown,2021,2021-02-15 01:20:00,2021-02-18 00:42:00,23.37
February,Texas,TRE,Severe Weather,4966,1390000,2021,2021-02-15 01:20:00,2021-02-18 00:02:00,22.7
February,Texas,TRE,System Operations,0,0,2021,2021-02-15 16:00:00,2021-02-15 18:34:00,2.57
February,Texas,TRE,Severe Weather,500,Unknown,2021,2021-02-15 00:00:00,,
February,Texas,TRE,Severe Weather,300,Unknown,2021,2021-02-15 05:36:00,,
February,Texas,TRE,Severe Weather,Unknown,175000,2021,2021-02-15 13:00:00,2021-02-20 10:00:00,21.0
February,Texas,TRE,Severe Weather,524,Unknown,2021,2021-02-15 01:54:00,2021-02-17 23:56:00,22.03
February,Texas,TRE,Severe Weather,7214,Unknown,2021,2021-02-15 01:20:00,2021-02-19 09:00:00,7.67
February,Louisiana,SERC,Severe Weather,Unknown,Unknown,2021,2021-02-15 15:00:00,2021-02-19 10:00:00,19.0
February,Texas,TRE,Severe Weather,Unknown,219306,2021,2021-02-15 02:51:00,2021-02-19 09:00:00,6.15
February,Texas,TRE,Severe Weather,724,Unknown,2021,2021-02-15 01:54:00,2021-02-19 09:00:00,7.1
February,Texas,TRE,Severe Weather,Unknown,154000,2021,2021-02-15 03:06:00,,
February,Texas,TRE,Severe Weather,Unknown,Unknown,2021,2021-02-15 05:27:00,2021-02-18 08:18:00,2.85
February,Texas,TRE,Severe Weather,Unknown,Unknown,2021,2021-02-15 01:23:00,2021-02-19 05:30:00,4.12
February,Kansas,MRO,Severe Weather,Unknown,Unknown,2021,2021-02-15 08:50:00,2021-02-18 09:30:00,0.67
February,Oklahoma,MRO,Fuel Supply Deficiency,0,0,2021,2021-02-15 07:00:00,2021-02-18 09:00:00,2.0
February,Oklahoma,MRO,Fuel Supply Deficiency,0,Unknown,2021,2021-02-15 19:48:00,2021-02-18 10:30:00,14.7
February,Texas,TRE,Severe Weather,116,29942,2021,2021-02-15 10:24:00,2021-02-18 09:52:00,23.47
February,Texas,TRE,Severe Weather,Unknown,Unknown,2021,2021-02-15 18:00:00,2021-02-15 23:55:00,5.92
February,Texas,TRE,Severe Weather,800,Unknown,2021,2021-02-15 05:40:00,2021-02-16 13:11:00,7.52
February,Texas,TRE,Severe Weather,Unknown,Unknown,2021,2021-02-15 06:45:00,,
February,Arkansas,SERC,Severe Weather,Unknown,Unknown,2021,2021-02-15 05:00:00,2021-02-17 16:00:00,11.0
February,Mississippi,SERC,Severe Weather,Unknown,Unknown,2021,2021-02-15 17:00:00,2021-02-15 22:59:00,5.98
February,Texas,TRE,Severe Weather,107,25000,2021,2021-02-15 07:52:00,2021-02-17 14:15:00,6.38
February,Oklahoma,MRO,Severe Weather,350,200000,2021,2021-02-15 06:51:00,2021-02-16 13:19:00,6.47
February,Louisiana,SERC,System Operations,Unknown,Unknown,2021,2021-02-15 18:00:00,2021-02-15 23:59:00,5.98
February,Texas,TRE,Severe Weather,Unknown,Unknown,2021,2021-02-15 18:00:00,2021-02-15 23:59:00,5.98
February,Louisiana,SERC,Fuel Supply Deficiency,Unknown,Unknown,2021,2021-02-15 14:00:00,2021-02-15 18:00:00,4.0
February,Texas,TRE,Severe Weather,360,72000,2021,2021-02-15 01:20:00,,
February,Missouri,SERC,Severe Weather,Unknown,Unknown,2021,2021-02-15 12:18:00,2021-02-15 13:22:00,1.07
February,Nebraska,MRO,Fuel Supply Deficiency,613,Unknown,2021,2021-02-15 10:00:00,,
February,Texas,TRE,Severe Weather,0,0,2021,2021-02-15 09:10:00,,
February,Texas,TRE,Severe Weather,300,Unknown,2021,2021-02-15 05:36:00,,
February,Texas,TRE,Severe Weather,500,Unknown,2021,2021-02-15 00:00:00,,
February,Kansas,MRO,Severe Weather,Unknown,222000,2021,2021-02-16 07:03:00,2021-02-20 22:00:00,14.95
February,Arkansas,SERC,Transmission Interruption,Unknown,Unknown,2021,2021-02-16 18:19:00,,
February,Texas,TRE,System Operations,0,0,2021,2021-02-16 17:45:00,2021-02-16 19:15:00,1.5
February,Louisiana,SERC,Severe Weather,360,Unknown,2021,2021-02-16 06:48:00,,
February,Texas,TRE,Fuel Supply Deficiency,Unknown,Unknown,2021,2021-02-16 18:35:00,2021-02-17 01:00:00,6.42
February,Texas,TRE,System Operations,0,0,2021,2021-02-16 23:28:00,,
February,Missouri,SERC,Severe Weather,Unknown,Unknown,2021,2021-02-16 16:40:00,2021-02-20 00:00:00,7.33
February,Mississippi,SERC,Severe Weather,Unknown,Unknown,2021,2021-02-16 17:35:00,2021-02-17 00:00:00,6.42
February,Nebraska,MRO,Severe Weather,126,81100,2021,2021-02-16 07:20:00,2021-02-16 10:02:00,2.7
February,Louisiana,SERC,Severe Weather,1420,Unknown,2021,2021-02-16 05:30:00,2021-02-16 14:00:00,8.5
February,Louisiana,SERC,Severe Weather,700,Unknown,2021,2021-02-16 19:43:00,2021-02-16 21:41:00,1.97
February,Texas,TRE,Severe Weather,538,Unknown,2021,2021-02-16 19:40:00,2021-02-17 01:00:00,5.33
February,Texas,TRE,Severe Weather,168,840000,2021,2021-02-16 07:17:00,2021-02-16 10:08:00,2.85
February,Louisiana,SERC,System Operations,Unknown,Unknown,2021,2021-02-16 18:35:00,2021-02-17 01:00:00,6.42
February,Oregon,WECC,System Operations,0,0,2021,2021-02-16 10:20:00,2021-02-16 13:20:00,3.0
February,Nebraska,MRO,Transmission Interruption,31,Unknown,2021,2021-02-16 09:31:00,2021-02-16 10:27:00,0.93
February,Louisiana,SERC,Severe Weather,Unknown,Unknown,2021,2021-02-16 17:35:00,2021-02-17 00:00:00,6.42
February,Louisiana,SERC,System Operations,100,18150,2021,2021-02-16 06:24:00,2021-02-16 10:41:00,4.28
February,Kentucky,SERC,Severe Weather,Unknown,54167,2021,2021-02-16 01:00:00,2021-02-16 21:28:00,20.47
February,Missouri,SERC,Severe Weather/Transmission Interruption,130,Unknown,2021,2021-02-16 06:10:00,,
February,New Jersey,RF,Cyber Event,Unknown,0,2021,2021-02-16 07:00:00,,
February,Louisiana,SERC,Severe Weather,153,Unknown,2021,2021-02-16 07:22:00,2021-02-16 08:00:00,0.63
February,Louisiana,SERC,Severe Weather,402,Unknown,2021,2021-02-16 06:48:00,,
February,Texas,TRE,Severe Weather,300,Unknown,2021,2021-02-16 04:26:00,,
February,Louisiana,SERC,System Operations,Unknown,Unknown,2021,2021-02-17 18:00:00,2021-02-17 23:00:00,5.0
February,Texas,TRE,Severe Weather,Unknown,Unknown,2021,2021-02-17 18:00:00,2021-02-17 23:00:00,5.0
February,Kansas,MRO,Fuel Supply Deficiency,Unknown,Unknown,2021,2021-02-17 09:00:00,2021-02-19 09:00:00,0.0
February,Mississippi,SERC,Severe Weather,Unknown,Unknown,2021,2021-02-17 17:00:00,2021-02-17 22:00:00,5.0
February,North Carolina,SERC,Transmission Interruption,0,0,2021,2021-02-17 10:30:00,2021-02-17 18:04:00,7.57
February,Louisiana,SERC,Severe Weather,400,67000,2021,2021-02-17 17:00:00,2021-02-17 22:00:00,5.0
February,Texas,TRE,System Operations,0,0,2021,2021-02-17 06:38:00,2021-02-17 08:37:00,1.98
February,Louisiana,SERC,Severe Weather,402,Unknown,2021,2021-02-19 06:48:00,,
February,Texas,TRE,Cyber Event,Unknown,0,2021,2021-02-19 21:00:00,2021-02-20 13:00:00,16.0
February,New York,NPCC,System Operations,0,0,2021,2021-02-19 12:01:00,2021-02-19 12:41:00,0.67
February,Oregon,WECC,System Operations,Unknown,0,2021,2021-02-27 06:02:00,2021-02-27 09:51:00,3.82
February,Texas,TRE,System Operations,0,0,2021,2021-02-28 12:42:00,2021-02-28 13:22:00,0.67
March,New York,NPCC,Cyber Event,0,0,2021,2021-03-01 10:06:00,2021-03-09 12:00:00,1.9
March,Connecticut,NPCC,Severe Weather,Unknown,69260,2021,2021-03-01 22:45:00,2021-03-02 18:35:00,19.83
March,Texas,TRE,Vandalism,0,0,2021,2021-03-01 13:06:00,2021-03-01 13:07:00,0.02
March,Kentucky,SERC,System Operations,0,0,2021,2021-03-02 13:03:00,2021-03-02 13:38:00,0.58
March,Indiana,RF,System Operations,0,0,2021,2021-03-05 14:30:00,2021-03-05 15:00:00,0.5
March,California,WECC,Severe Weather,22,24000,2021,2021-03-06 03:21:00,2021-03-06 04:07:00,0.77
March,Washington,WECC,Vandalism,0,0,2021,2021-03-08 04:36:00,2021-03-08 04:37:00,0.02
March,Oregon,WECC,Suspicious Activity,0,0,2021,2021-03-08 08:54:00,2021-03-08 08:55:00,0.02
March,Washington,WECC,Vandalism,0,0,2021,2021-03-11 08:10:00,2021-03-11 13:00:00,4.83
March,Pennsylvania,RF,Transmission Interruption,43,7381,2021,2021-03-17 06:27:00,2021-03-17 08:27:00,2.0
March,Texas,TRE,Severe Weather,Unknown,148000,2021,2021-03-17 06:15:00,2021-03-18 12:00:00,5.75
March,Washington,WECC,Vandalism,4,916,2021,2021-03-18 21:08:00,2021-03-19 22:31:00,1.38
March,Louisiana,SERC,Vandalism,Unknown,4200,2021,2021-03-19 10:30:00,2021-03-19 12:00:00,1.5
March,New Jersey,RF,System Operations,Unknown,Unknown,2021,2021-03-19 19:11:00,2021-03-19 19:59:00,0.8
March,Maine,NPCC,System Operations,0,0,2021,2021-03-19 08:59:00,2021-03-19 10:04:00,1.08
March,Minnesota,MRO,Suspicious Activity,0,0,2021,2021-03-21 04:01:00,2021-03-22 09:37:00,5.6
March,Connecticut,NPCC,Severe Weather,Unknown,70000,2021,2021-03-29 11:06:00,,
March,New Mexico,WECC,Vandalism,Unknown,0,2021,2021-03-29 10:30:00,,
March,Texas,TRE,Transmission Interruption,0,0,2021,2021-03-30 16:18:00,2021-03-30 20:21:00,4.05
April,Florida,SERC,Vandalism,0,0,2021,2021-04-06 08:49:00,2021-04-06 08:50:00,0.02
April,Ohio,RF,Suspicious Activity,0,0,2021,2021-04-07 17:42:00,2021-04-07 22:09:00,4.45
April,Texas,TRE,System Operations,0,0,2021,2021-04-07 10:18:00,2021-04-07 11:20:00,1.03
April,California,WECC,Suspicious Activity,0,0,2021,2021-04-08 04:51:00,2021-04-10 20:00:00,15.15
April,Texas,TRE,Vandalism,0,0,2021,2021-04-09 13:20:00,2021-04-10 00:40:00,11.33
April,Colorado,WECC,Actual Physical Attack,0,0,2021,2021-04-12 00:44:00,2021-04-12 17:45:00,17.02
April,Texas,TRE,Suspicious Activity,0,0,2021,2021-04-13 09:00:00,2021-04-13 10:00:00,1.0
April,Texas,TRE,Severe Weather,0,0,2021,2021-04-13 16:49:00,2021-04-13 20:30:00,3.68
April,Wisconsin,MRO,System Operations,0,0,2021,2021-04-13 00:37:00,2021-04-13 04:19:00,3.7
April,Washington,RF,System Operations,0,0,2021,2021-04-14 10:19:00,2021-04-14 11:39:00,1.33
April,Minnesota,MRO,Transmission Interruption,0,0,2021,2021-04-21 20:31:00,2021-04-21 21:35:00,1.07
April,Texas,TRE,System Operations,0,0,2021,2021-04-21 13:13:00,2021-04-21 14:10:00,0.95
April,Wisconsin,MRO,System Operations,0,0,2021,2021-04-22 16:43:00,2021-04-22 17:14:00,0.52
April,California,WECC,Fuel Supply Deficiency,0,0,2021,2021-04-22 05:15:00,,
April,Texas,TRE,Suspicious Activity,0,0,2021,2021-04-24 22:08:00,2021-04-24 23:41:00,1.55
April,Alabama,SERC,Severe Weather,137,18860,2021,2021-04-24 21:00:00,2021-04-25 10:43:00,13.72
April,Tennessee,SERC,Vandalism,0,0,2021,2021-04-25 08:20:00,,
April,Maine,NPCC,System Operations,0,0,2021,2021-04-26 11:18:00,2021-04-26 13:00:00,1.7
May,New Hampshire,NPCC,System Operations,0,0,2021,2021-05-02 19:58:00,2021-05-02 20:22:00,0.4
May,Oklahoma,MRO,System Operations,0,0,2021,2021-05-03 11:21:00,2021-05-03 11:53:00,0.53
May,South Carolina,SERC,Suspicious Activity,0,0,2021,2021-05-03 07:52:00,2021-05-03 07:53:00,0.02
May,Arkansas,SERC,Severe Weather,Unknown,104027,2021,2021-05-04 15:45:00,2021-05-05 10:00:00,18.25
May,Mississippi,SERC,Severe Weather,175,24457,2021,2021-05-04 18:06:00,2021-05-05 17:48:00,23.7
May,Michigan,RF,Vandalism,0,0,2021,2021-05-05 11:50:00,2021-05-08 11:50:00,0.0
May,Missouri,SERC,System Operations,0,0,2021,2021-05-06 17:00:00,2021-05-06 17:15:00,0.25
May,Pennsylvania,RF,System Operations,0,0,2021,2021-05-10 02:28:00,2021-05-10 03:21:00,0.88
May,Indiana,RF,System Operations,0,0,2021,2021-05-10 12:17:00,2021-05-10 12:54:00,0.62
May,Texas,TRE,Vandalism,0,0,2021,2021-05-11 23:01:00,2021-05-12 08:29:00,9.47
May,Wisconsin,MRO,System Operations,0,0,2021,2021-05-11 09:32:00,2021-05-11 10:38:00,1.1
May,Idaho,WECC,Vandalism,0,0,2021,2021-05-14 22:00:00,2021-05-17 06:00:00,8.0
May,Pennsylvania,RF,Suspicious Activity,0,0,2021,2021-05-14 08:30:00,2021-05-14 16:00:00,7.5
May,Texas,TRE,Severe Weather,Unknown,125000,2021,2021-05-18 23:25:00,2021-05-19 20:30:00,21.08
May,Delaware,RF,Vandalism,0,0,2021,2021-05-18 12:15:00,2021-05-18 20:18:00,8.05
May,Florida,SERC,Transmission Interruption,0,35000,2021,2021-05-20 10:06:00,2021-05-20 13:45:00,3.65
May,California,WECC,Vandalism,0,0,2021,2021-05-20 07:25:00,2021-05-20 07:26:00,0.02
May,Utah,WECC,Vandalism,0,0,2021,2021-05-24 13:14:00,2021-05-24 13:15:00,0.02
May,Ohio,RF,System Operations,0,0,2021,2021-05-25 12:56:00,2021-05-25 13:41:00,0.75
May,California,WECC,Transmission Interruption,0,0,2021,2021-05-27 18:51:00,2021-05-28 15:56:00,21.08
May,Oregon,WECC,System Operations,0,0,2021,2021-05-27 00:05:00,2021-05-27 00:45:00,0.67
May,Florida,SERC,Transmission Interruption,1850,10000,2021,2021-05-28 21:24:00,2021-05-28 21:25:00,0.02
May,California,WECC,Actual Physical Attack,0,655,2021,2021-05-28 20:00:00,2021-05-28 21:29:00,1.48
May,Minnesota,MRO,System Operations,0,0,2021,2021-05-28 22:13:00,2021-05-28 23:34:00,1.35
June,Indiana,RF,Transmission Interruption,Unknown,0,2021,2021-06-06 14:57:00,2021-06-06 16:00:00,1.05
June,Minnesota,MRO,Severe Weather/Transmission Interruption,23,1,2021,2021-06-07 22:27:00,2021-06-08 00:33:00,2.1
June,Texas,TRE,Generation Inadequacy,1435,0,2021,2021-06-07 13:26:00,2021-06-07 13:27:00,0.02
June,New Mexico,WECC,System Operations,0,0,2021,2021-06-07 15:19:00,2021-06-07 18:22:00,3.05
June,Texas,TRE,Vandalism,0,0,2021,2021-06-08 15:00:00,2021-06-08 15:01:00,0.02
June,New Mexico,WECC,System Operations,0,0,2021,2021-06-09 19:09:00,2021-06-09 20:50:00,1.68
June,Kansas,MRO,Transmission Interruption,90,9800,2021,2021-06-10 22:28:00,2021-06-10 23:07:00,0.65
June,South Dakota,MRO,Severe Weather/Transmission Interruption,0,0,2021,2021-06-11 03:26:00,2021-06-11 03:48:00,0.37
June,Texas,TRE,System Operations,Unknown,Unknown,2021,2021-06-14 12:55:00,2021-06-18 19:00:00,6.08
June,Texas,TRE,System Operations,Unknown,Unknown,2021,2021-06-14 12:15:00,2021-06-18 19:00:00,6.75
June,Utah,WECC,Suspicious Activity,0,0,2021,2021-06-14 02:10:00,2021-06-14 02:11:00,0.02
June,Texas,TRE,Cyber Event,Unknown,Unknown,2021,2021-06-15 11:55:00,2021-06-15 21:17:00,9.37
June,Kansas,MRO,System Operations,0,0,2021,2021-06-15 11:30:00,2021-06-15 13:35:00,2.08
June,Louisiana,SERC,Transmission Interruption,7,1841,2021,2021-06-16 10:40:00,2021-06-16 10:43:00,0.05
June,Maine,NPCC,System Operations,0,0,2021,2021-06-16 04:10:00,2021-06-16 06:39:00,2.48
June,Florida,SERC,Vandalism,0,0,2021,2021-06-16 10:25:00,2021-06-16 15:16:00,4.85
June,California,WECC,System Operations,93,51806,2021,2021-06-19 18:54:00,2021-06-19 21:01:00,2.12
June,Arkansas,SERC,Suspicious Activity,0,0,2021,2021-06-21 15:50:00,2021-06-21 16:50:00,1.0
June,Michigan,RF,Severe Weather,Unknown,151852,2021,2021-06-21 05:14:00,2021-06-21 19:00:00,13.77
June,Missouri,SERC,System Operations,0,0,2021,2021-06-23 15:47:00,2021-06-23 16:44:00,0.95
June,California,WECC,Transmission Interruption,36,7621,2021,2021-06-24 03:34:00,2021-06-24 05:07:00,1.55
June,Washington,SERC,Vandalism,0,0,2021,2021-06-24 07:07:00,2021-06-24 13:48:00,6.68
June,North Dakota,MRO,Vandalism,4,1003,2021,2021-06-27 20:10:00,2021-06-27 21:30:00,1.33
June,New York,NPCC,Vandalism,Unknown,982,2021,2021-06-27 02:27:00,2021-06-27 03:30:00,1.05
June,Washington,WECC,Severe Weather,44,Unknown,2021,2021-06-28 13:20:00,,
June,North Carolina,SERC,Transmission Interruption,0,0,2021,2021-06-28 11:22:00,,
June,Michigan,RF,Severe Weather,Unknown,53000,2021,2021-06-29 16:00:00,,
June,Connecticut,NPCC,Severe Weather,Unknown,53103,2021,2021-06-30 18:50:00,,
July,New Mexico,WECC,Vandalism,45,34509,2021,2021-07-03 23:08:00,2021-07-04 02:16:00,3.13
July,Washington,WECC,Natural Disaster,0,0,2021,2021-07-04 15:33:00,2021-07-04 20:32:00,4.98
July,New York,NPCC,Transmission Interruption,0,0,2021,2021-07-05 05:32:00,2021-07-05 08:58:00,3.43
July,Ohio,RF/SERC,Transmission Interruption,0,0,2021,2021-07-05 14:04:00,2021-07-05 14:41:00,0.62
July,Ohio,RF,Severe Weather/Transmisison Interruption,Unknown,136827,2021,2021-07-06 19:41:00,2021-07-06 21:50:00,2.15
July,Florida,SERC,Transmission Interruption,450,0,2021,2021-07-07 00:02:00,2021-07-07 00:20:00,0.3
July,Michigan,RF,Severe Weather,Unknown,90000,2021,2021-07-07 15:30:00,,
July,New York,NPCC,Severe Weather/Transmisison Interruption,0,0,2021,2021-07-08 17:01:00,2021-07-08 17:24:00,0.38
July,North Dakota,MRO,Severe Weather/Transmisison Interruption,88,0,2021,2021-07-08 20:29:00,2021-07-08 20:33:00,0.07
July,California,WECC,Fuel Supply Deficiency,810,Unknown,2021,2021-07-09 17:44:00,2021-07-09 21:05:00,3.35
July,California,WECC,Severe Weather,230,47000,2021,2021-07-09 20:25:00,2021-07-10 21:00:00,0.58
July,Nebraska,MRO/SERC,Severe Weather/Transmisison Interruption,Unknown,211500,2021,2021-07-10 00:30:00,2021-07-10 05:00:00,4.5
July,Nebraska,MRO,Severe Weather,Unknown,188000,2021,2021-07-10 00:00:00,2021-07-11 16:00:00,16.0
July,Missouri,SERC,Severe Weather,Unknown,52000,2021,2021-07-10 01:55:00,2021-07-10 01:56:00,0.02
July,Nevada,WECC,Transmission Interruption,9000,1300000,2021,2021-07-10 18:00:00,2021-07-10 21:00:00,3.0
July,Missouri,MRO/SERC,Severe Weather/Transmisison Interruption,Unknown,212500,2021,2021-07-10 00:30:00,2021-07-10 05:00:00,4.5
July,Nevada,WECC,Transmission Interruption,9000,1300000,2021,2021-07-11 18:00:00,2021-07-11 21:00:00,3.0
July,Colorado,WECC,Sabotage,0,0,2021,2021-07-12 15:51:00,2021-07-13 17:00:00,1.15
July,California,WECC,Severe Weather/Transmisison Interruption,35,11000,2021,2021-07-14 14:15:00,2021-07-14 14:16:00,0.02
July,Illinois,RF,Transmission Interruption,0,0,2021,2021-07-18 04:00:00,2021-07-18 09:46:00,5.77
July,Ohio,RF,System Operations,0,0,2021,2021-07-20 16:21:00,2021-07-20 17:00:00,0.65
July,Pennsylvania,RF,Severe Weather,Unknown,81503,2021,2021-07-21 14:45:00,2021-07-22 12:00:00,21.25
July,California,WECC,System Operations,220,0,2021,2021-07-22 14:00:00,2021-07-22 14:40:00,0.67
