Month,Area Affected,NERC Region,Event Type,Demand Loss (MW),Number of Customers Affected,Year,Date/Time Event Began,Date/Time Restoration,Event Duration (hours)
April,Louisiana,SERC,Severe Weather,Unknown,77933,2020,2020-04-29 06:00:00,2020-04-29 12:31:00,6.52
April,Texas,TRE,Severe Weather,Unknown,146660,2020,2020-04-29 05:55:00,2020-04-29 19:00:00,13.08
April,Pennsylvania,RF,Severe Weather,Unknown,78007,2020,2020-04-30 15:00:00,,
May,Tennessee,SERC,Severe Weather,500,130000,2020,2020-05-04 11:59:00,2020-05-07 20:00:00,8.02
May,Nevada,WECC,Vandalism,0,0,2020,2020-05-08 13:45:00,2020-05-08 13:46:00,0.02
May,Indiana,RF,System Operations,0,0,2020,2020-05-13 23:16:00,2020-05-14 13:52:00,14.6
May,Washington,WECC,Transmission Interruption,0,0,2020,2020-05-13 05:12:00,2020-05-13 14:07:00,8.92
May,Oregon,WECC,Vandalism,0,0,2020,2020-05-14 11:23:00,2020-05-14 11:25:00,0.03
May,New York,NPCC,Severe Weather,Unknown,52,2020,2020-05-15 17:55:00,2020-05-17 18:00:00,0.08
May,Texas,TRE,Suspicious Activity,0,0,2020,2020-05-16 00:00:00,2020-05-16 00:30:00,0.5
May,South Carolina,SERC,System Operations,0,0,2020,2020-05-18 23:51:00,2020-05-19 04:37:00,4.77
May,Oregon,WECC,System Operations,0,0,2020,2020-05-18 09:27:00,2020-05-18 10:15:00,0.8
May,Alabama,SERC,Vandalism,8,6000,2020,2020-05-19 20:04:00,2020-05-19 22:00:00,1.93
May,Idaho,WECC,Vandalism,0,0,2020,2020-05-19 08:17:00,2020-05-19 08:18:00,0.02
May,Arkansas,SPP RE,Suspicious Activity,0,0,2020,2020-05-19 13:45:00,2020-05-19 13:46:00,0.02
May,Nevada,WECC,Vandalism,0,0,2020,2020-05-20 11:41:00,,
May,North Carolina,SERC,Severe Weather,Unknown,108190,2020,2020-05-22 16:35:00,2020-05-23 15:29:00,22.9
May,Oklahoma,SPP RE,Severe Weather,Unknown,54000,2020,2020-05-24 16:45:00,,
May,Texas,TRE,Transmission Interruption,8,3745,2020,2020-05-25 10:58:00,2020-05-25 13:00:00,2.03
May,Texas,TRE,Severe Weather,Unknown,382000,2020,2020-05-27 17:15:00,2020-05-29 06:30:00,13.25
May,Texas,TRE,Severe Weather,Unknown,273269,2020,2020-05-27 17:20:00,,
May,Pennsylvania,RF,Transmission Interruption,0,0,2020,2020-05-29 17:01:00,2020-05-29 18:57:00,1.93
May,Minnesota,MRO,System Operations,0,0,2020,2020-05-29 17:30:00,2020-05-31 18:00:00,0.5
May,Ohio,RF,Vandalism,0,0,2020,2020-05-29 21:37:00,2020-05-30 04:29:00,6.87
May,Texas,TRE,System Operations,0,0,2020,2020-05-30 22:20:00,2020-05-30 23:00:00,0.67
May,Alabama,SERC,Vandalism,0,0,2020,2020-05-31 21:30:00,2020-06-01 01:00:00,3.5
May,Pennsylvania,RF,Vandalism,0,0,2020,2020-05-31 00:15:00,,
June,Idaho,WECC,Vandalism,Unknown,0,2020,2020-06-02 14:36:00,2020-06-02 14:37:00,0.02
June,New Jersey,RF,Severe Weather,80,87000,2020,2020-06-03 13:00:00,2020-06-06 16:30:00,3.5
June,Pennsylvania,RF,Severe Weather,Unknown,708000,2020,2020-06-03 12:30:00,2020-06-03 18:00:00,5.5
June,North Dakota,MRO,System Operations,0,0,2020,2020-06-03 16:57:00,2020-06-03 17:29:00,0.53
June,New Jersey,RF,Severe Weather,Unknown,78079,2020,2020-06-03 13:36:00,2020-06-03 16:30:00,2.9
June,Washington,WECC,Transmission Interruption,0,0,2020,2020-06-09 11:21:00,2020-06-09 12:01:00,0.67
June,Michigan,RF,Severe Weather,Unknown,237000,2020,2020-06-10 19:30:00,,
June,Michigan,RF,Severe Weather,Unknown,270000,2020,2020-06-10 12:22:00,2020-06-10 17:00:00,4.63
June,Ohio,RF,Severe Weather,Unknown,85822,2020,2020-06-10 17:24:00,2020-06-11 18:00:00,0.6
June,Michigan,RF,Vandalism,0,0,2020,2020-06-12 08:21:00,2020-06-12 08:22:00,0.02
June,Colorado,WECC,Actual Physical Attack,0,0,2020,2020-06-18 12:11:00,2020-06-22 08:11:00,20.0
June,Kentucky,SERC,Actual Physical Attack,0,0,2020,2020-06-18 20:32:00,2020-06-18 20:35:00,0.05
June,Delaware,RF,Vandalism,0,0,2020,2020-06-21 01:16:00,2020-06-21 18:45:00,17.48
June,Pennsylvania,RF,System Operations,0,0,2020,2020-06-22 11:44:00,2020-06-22 12:42:00,0.97
June,Kentucky,SERC,Suspicious Activity,Unknown,0,2020,2020-06-25 09:40:00,2020-06-25 11:00:00,1.33
June,North Dakota,MRO,Vandalism,0,0,2020,2020-06-26 16:20:00,2020-06-29 15:00:00,22.67
June,Texas,TRE,System Operations,0,0,2020,2020-06-26 12:47:00,2020-06-26 13:53:00,1.1
June,Alabama,SERC,Severe Weather,33480,78109,2020,2020-06-27 16:00:00,2020-06-28 02:27:00,10.45
June,Arkansas,SPP RE,Transmission Interruption,0,0,2020,2020-06-29 14:32:00,2020-06-29 16:35:00,2.05
June,Oregon,WECC,Vandalism,0,0,2020,2020-06-30 10:28:00,2020-06-30 10:29:00,0.02
July,Pennsylvania,RF,Transmission Interruption,32,2013,2020,2020-07-01 19:26:00,2020-07-01 19:44:00,0.3
July,California,WECC,Fuel Supply Deficiency,0,0,2020,2020-07-02 20:30:00,,
July,New York,NPCC,Suspicious Activity,0,0,2020,2020-07-06 12:26:00,,
July,Washington,RF,System Operations,0,0,2020,2020-07-06 18:45:00,2020-07-06 19:42:00,0.95
July,California,WECC,Transmission Interruption,0,0,2020,2020-07-07 11:38:00,2020-07-07 18:24:00,6.77
July,Colorado,WECC,Transmission Interruption,0,0,2020,2020-07-07 13:09:00,2020-07-08 08:17:00,19.13
July,West Virginia,RF,Severe Weather/Transmission Interruption,Unknown,Unknown,2020,2020-07-07 19:17:00,2020-07-07 23:49:00,4.53
July,Texas,TRE,Actual Physical Attack,0,0,2020,2020-07-08 22:04:00,,
July,California,WECC,Fuel Supply Deficiency,0,0,2020,2020-07-08 18:45:00,,
July,Washington,WECC,Suspicious Activity,0,0,2020,2020-07-09 15:09:00,,
July,Oklahoma,SPP RE,Severe Weather,Unknown,68000,2020,2020-07-11 23:30:00,2020-07-12 06:30:00,7.0
July,Oklahoma,SPP RE,Severe Weather,Unknown,94700,2020,2020-07-11 21:30:00,,
July,California,WECC,Fuel Supply Deficiency,0,0,2020,2020-07-11 04:55:00,,
July,Texas,TRE,Severe Weather,Unknown,48000,2020,2020-07-12 04:30:00,2020-07-13 05:00:00,0.5
July,Nevada,WECC,Actual Physical Attack,36,10000,2020,2020-07-12 14:08:00,2020-07-12 20:44:00,6.6
July,Kentucky,SERC,Suspicious Activity,0,0,2020,2020-07-13 16:30:00,2020-07-13 16:31:00,0.02
July,California,WECC,System Operations,0,0,2020,2020-07-14 14:16:00,2020-07-14 14:53:00,0.62
July,Kentucky,SERC,Suspicious Activity,Unknown,0,2020,2020-07-15 11:00:00,2020-07-15 11:20:00,0.33
July,North Dakota,MRO,System Operations,475,0,2020,2020-07-16 08:49:00,2020-07-16 11:06:00,2.28
July,Oklahoma,SPP RE,Vandalism,0,0,2020,2020-07-17 23:00:00,2020-07-17 23:30:00,0.5
July,New York,NPCC,Suspicious Activity,0,0,2020,2020-07-17 19:24:00,,
July,Michigan,RF,Severe Weather,Unknown,158500,2020,2020-07-19 14:30:00,2020-07-21 18:48:00,4.3
July,New York,NPCC,Fuel Supply Deficiency,675,Unknown,2020,2020-07-19 10:30:00,,
July,Texas,TRE,Suspicious Activity,21,14096,2020,2020-07-20 00:57:00,2020-07-20 02:34:00,1.62
July,Washington,WECC,Vandalism,19,11000,2020,2020-07-21 11:53:00,2020-07-21 13:00:00,1.12
July,West Virginia,RF,Transmission Interruption,0,0,2020,2020-07-22 11:30:00,2020-07-22 14:19:00,2.82
July,New York,NPCC,Suspicious Activity,0,0,2020,2020-07-24 08:25:00,,
July,Texas,TRE,Severe Weather,125,84000,2020,2020-07-25 21:00:00,2020-07-26 16:00:00,19.0
July,Texas,TRE,Severe Weather,Unknown,201208,2020,2020-07-25 19:58:00,2020-07-27 19:00:00,23.03
July,Michigan,RF,System Operations,0,0,2020,2020-07-28 15:00:00,2020-07-28 23:00:00,8.0
July,Nebraska,MRO,Transmission Interruption,0,0,2020,2020-07-30 17:54:00,2020-07-30 20:18:00,2.4
August,Texas,TRE,Severe Weather,Unknown,Unknown,2020,2020-08-01 11:14:00,2020-08-10 21:26:00,10.2
August,California,WECC,System Operations,0,0,2020,2020-08-01 08:16:00,2020-08-01 09:15:00,0.98
August,Texas,TRE,Severe Weather,Unknown,Unknown,2020,2020-08-01 00:00:00,2020-08-01 00:01:00,0.02
August,Illinois,SERC,Transmission Interruption,0,0,2020,2020-08-02 19:43:00,2020-08-02 22:27:00,2.73
August,Texas,TRE,Vandalism,0,0,2020,2020-08-03 08:00:00,2020-08-03 13:00:00,5.0
August,North Carolina,SERC,Severe Weather,Unknown,340000,2020,2020-08-03 23:15:00,2020-08-06 07:00:00,7.75
August,North Carolina,SERC,Severe Weather,Unknown,Unknown,2020,2020-08-03 23:02:00,,
August,New York,NPCC,Severe Weather,Unknown,160000,2020,2020-08-04 12:00:00,2020-08-07 06:00:00,18.0
August,New York,NPCC,Severe Weather,3907,420000,2020,2020-08-04 13:00:00,2020-08-04 23:59:00,10.98
August,New Jersey,RF,Severe Weather,60,75000,2020,2020-08-04 11:20:00,2020-08-07 10:55:00,23.58
August,Delaware,RF,Severe Weather,Unknown,100000,2020,2020-08-04 09:00:00,2020-08-05 18:00:00,9.0
August,New York,NPCC,Severe Weather,Unknown,116818,2020,2020-08-04 14:00:00,2020-08-08 12:00:00,22.0
August,Virginia,SERC,Severe Weather,Unknown,508000,2020,2020-08-04 04:41:00,2020-08-05 16:26:00,11.75
August,New Jersey,RF,Severe Weather,Unknown,788000,2020,2020-08-04 12:18:00,2020-08-08 17:31:00,5.22
August,New York,NPCC,Severe Weather,Unknown,76120,2020,2020-08-04 14:35:00,2020-08-10 11:00:00,20.42
August,Connecticut,NPCC,Severe Weather,2000,1188247,2020,2020-08-04 15:15:00,2020-08-07 10:27:00,19.2
August,New York,NPCC,Severe Weather,Unknown,271119,2020,2020-08-04 13:31:00,,
August,North Carolina,SERC,Severe Weather,311,125987,2020,2020-08-04 06:01:00,2020-08-06 15:30:00,9.48
August,Pennsylvania,RF,Severe Weather,Unknown,137103,2020,2020-08-04 12:00:00,,
August,New Jersey,RF,Severe Weather,Unknown,70000,2020,2020-08-04 10:30:00,,
August,New York,NPCC,Severe Weather,Unknown,76120,2020,2020-08-04 14:35:00,,
August,Texas,TRE,Transmission Interruption,89,19785,2020,2020-08-05 17:58:00,2020-08-05 20:53:00,2.92
August,New York,NPCC,Severe Weather,500,187068,2020,2020-08-07 05:13:00,,
August,Iowa,MRO,Severe Weather,550,Unknown,2020,2020-08-10 11:00:00,2020-08-10 16:00:00,5.0
August,Illinois,SERC,Severe Weather,Unknown,135000,2020,2020-08-10 16:00:00,2020-08-13 15:00:00,23.0
August,Iowa,MRO,Severe Weather,Unknown,Unknown,2020,2020-08-10 12:49:00,,
August,Indiana,RF,Severe Weather,Unknown,95300,2020,2020-08-10 22:39:00,2020-08-13 15:48:00,17.15
August,Illinois,SERC,Severe Weather,Unknown,856000,2020,2020-08-10 14:30:00,,
August,New York,NPCC,System Operations,0,0,2020,2020-08-10 22:25:00,2020-08-10 23:02:00,0.62
August,Iowa,MRO,Severe Weather,1400,250000,2020,2020-08-10 12:38:00,,
August,Iowa,MRO,Severe Weather,950,300000,2020,2020-08-10 10:00:00,,
August,Texas,TRE,System Operations,218,57060,2020,2020-08-13 13:51:00,2020-08-13 16:27:00,2.6
August,California,WECC,System Operations,560,220000,2020,2020-08-14 18:36:00,2020-08-14 20:42:00,2.1
August,Louisiana,SERC,Transmission Interruption,101,12671,2020,2020-08-14 16:39:00,2020-08-14 17:42:00,1.05
August,California,WECC,Severe Weather,1120,Unknown,2020,2020-08-14 17:15:00,2020-08-15 21:00:00,3.75
August,California,WECC,System Operations,1419,132000,2020,2020-08-14 18:45:00,2020-08-14 21:12:00,2.45
August,Minnesota,MRO,Severe Weather,Unknown,60000,2020,2020-08-14 20:00:00,2020-08-16 17:00:00,21.0
August,California,WECC,System Operations,459,220000,2020,2020-08-15 18:25:00,2020-08-15 19:44:00,1.32
August,California,WECC,Severe Weather,795,Unknown,2020,2020-08-15 14:53:00,2020-08-15 20:00:00,5.12
August,California,WECC,System Operations,200,70000,2020,2020-08-15 15:00:00,2020-08-15 19:45:00,4.75
August,Washington,WECC,Vandalism,0,8,2020,2020-08-15 17:00:00,,
August,Connecticut,NPCC,Suspicious Activity,0,0,2020,2020-08-15 17:41:00,2020-08-15 18:48:00,1.12
August,Texas,TRE,Severe Weather,Unknown,300000,2020,2020-08-16 20:00:00,2020-08-18 21:00:00,1.0
August,California,WECC,Severe Weather,409,124266,2020,2020-08-16 03:44:00,2020-08-17 14:18:00,10.57
August,California,WECC,Severe Weather,712,Unknown,2020,2020-08-16 17:30:00,2020-08-16 19:10:00,1.67
August,California,WECC,Severe Weather,2,2,2020,2020-08-17 08:21:00,2020-08-17 09:01:00,0.67
August,California,WECC,Severe Weather,829,Unknown,2020,2020-08-17 15:05:00,2020-08-17 21:24:00,6.32
August,California,WECC,Potential Physical Attack,0,0,2020,2020-08-18 19:00:00,2020-08-18 19:30:00,0.5
August,Nevada,WECC,Severe Weather,7800,1400000,2020,2020-08-18 14:00:00,2020-08-18 21:00:00,7.0
August,California,WECC,System Operations,0,0,2020,2020-08-18 21:55:00,2020-08-18 22:10:00,0.25
August,California,WECC,Severe Weather,917,Unknown,2020,2020-08-18 13:30:00,2020-08-18 20:30:00,7.0
August,Texas,TRE,Transmission Interruption,205,238,2020,2020-08-18 14:44:00,2020-08-18 15:14:00,0.5
August,Arizona,WECC,Severe Weather,0,Unknown,2020,2020-08-18 14:30:00,,
August,Ohio,RF,Transmission Interruption,22,16107,2020,2020-08-19 01:27:00,2020-08-19 03:03:00,1.6
August,Arizona,WECC,Severe Weather,1200,0,2020,2020-08-19 14:00:00,2020-08-19 21:00:00,7.0
August,Nevada,WECC,Severe Weather,7500,1400000,2020,2020-08-19 14:00:00,2020-08-19 21:00:00,7.0
August,California,WECC,Severe Weather,Unknown,Unknown,2020,2020-08-19 12:00:00,2020-08-19 21:00:00,9.0
August,Maine,NPCC,System Operations,0,0,2020,2020-08-20 00:03:00,2020-08-20 14:05:00,14.03
August,Mississippi,SERC,Vandalism,0,0,2020,2020-08-20 09:17:00,2020-08-20 13:42:00,4.42
August,Nebraska,MRO,Transmission Interruption,60,Unknown,2020,2020-08-20 15:29:00,2020-08-20 15:39:00,0.17
August,West Virginia,RF,Suspicious Activity,0,0,2020,2020-08-23 22:12:00,2020-08-23 22:15:00,0.05
August,"Texas, New Mexico",TRE,Severe Weather,Unknown,Unknown,2020,2020-08-23 10:30:00,,
August,Texas,TRE,Potential Physical Attack,0,0,2020,2020-08-24 23:00:00,2020-08-24 23:59:00,0.98
August,Colorado,WECC,Vandalism,0,0,2020,2020-08-25 02:43:00,2020-08-25 07:43:00,5.0
August,Louisiana,SERC,Severe Weather,200,50000,2020,2020-08-27 05:00:00,2020-09-03 12:00:00,7.0
August,Louisiana,SERC,Severe Weather,48,Unknown,2020,2020-08-27 07:00:00,2020-08-30 19:00:00,12.0
August,Texas,TRE,Severe Weather,Unknown,Unknown,2020,2020-08-27 12:44:00,2020-08-27 23:00:00,10.27
August,Texas,TRE,Severe Weather,581,Unknown,2020,2020-08-27 12:06:00,2020-08-27 22:49:00,10.72
August,Louisiana,SERC,Severe Weather,Unknown,130000,2020,2020-08-27 07:40:00,2020-08-31 07:40:00,0.0
August,Texas,TRE,Severe Weather,Unknown,615992,2020,2020-08-27 01:15:00,,
August,Louisiana,SERC,Severe Weather,Unknown,47927,2020,2020-08-27 07:40:00,2020-08-31 03:33:00,19.88
August,Texas,TRE,Severe Weather,573,Unknown,2020,2020-08-27 12:02:00,2020-08-27 22:54:00,10.87
August,Nebraska,MRO,System Operations,0,0,2020,2020-08-27 12:29:00,2020-08-27 12:59:00,0.5
August,Connecticut,NPCC,Severe Weather,100,60687,2020,2020-08-27 17:11:00,2020-08-28 10:00:00,16.82
August,Texas,TRE,Severe Weather,208,Unknown,2020,2020-08-27 13:24:00,,
August,Texas,TRE,Severe Weather,350,Unknown,2020,2020-08-27 12:06:00,,
August,West Virginia,RF,Suspicious Activity,2900,Unknown,2020,2020-08-27 06:00:00,2020-08-27 06:05:00,0.08
August,Louisiana,SERC,Severe Weather,Unknown,Unknown,2020,2020-08-27 03:14:00,,
August,Washington,WECC,Severe Weather,0,0,2020,2020-08-28 16:27:00,2020-08-28 19:26:00,2.98
August,Maine,NPCC,System Operations,0,0,2020,2020-08-28 00:25:00,2020-08-28 01:00:00,0.58
August,Texas,TRE,Severe Weather,Unknown,Unknown,2020,2020-08-29 03:35:00,2020-08-29 05:45:00,2.17
August,Washington,WECC,Vandalism,0,0,2020,2020-08-31 09:00:00,2020-08-31 15:53:00,6.88
September,California,WECC,Suspicious Activity,0,0,2020,2020-09-01 13:04:00,2020-09-01 13:05:00,0.02
September,Washington,WECC,Transmission Interruption,Unknown,Unknown,2020,2020-09-03 13:46:00,2020-09-03 22:47:00,9.02
September,Florida,FRCC,System Operations,0,0,2020,2020-09-04 01:07:00,2020-09-04 01:37:00,0.5
September,California,WECC,Severe Weather,986,Unknown,2020,2020-09-05 17:20:00,2020-09-05 20:37:00,3.28
September,California,WECC,Severe Weather,100,20000,2020,2020-09-05 17:25:00,2020-09-05 20:55:00,3.5
September,Nevada,WECC,Severe Weather,8180,1400000,2020,2020-09-06 16:00:00,2020-09-06 21:00:00,5.0
September,California,WECC,System Operations,1071,Unknown,2020,2020-09-06 16:30:00,2020-09-06 21:05:00,4.58
September,Washington,WECC,System Operations,0,0,2020,2020-09-06 17:36:00,2020-09-06 19:27:00,1.85
September,California,WECC,Severe Weather,Unknown,72000,2020,2020-09-06 17:00:00,2020-09-07 03:00:00,10.0
September,California,WECC,Transmission Interruption,610,172000,2020,2020-09-07 22:40:00,2020-09-09 17:24:00,18.73
September,Washington,WECC,Severe Weather,Unknown,71500,2020,2020-09-07 18:00:00,2020-09-08 18:00:00,0.0
September,Washington,WECC,Natural Disaster,80,21000,2020,2020-09-07 09:13:00,2020-09-08 06:00:00,20.78
September,Oregon,WECC,Severe Weather,2859,103000,2020,2020-09-07 19:05:00,2020-09-08 22:00:00,2.92
September,Michigan,RF,System Operations,265,0,2020,2020-09-08 09:50:00,2020-09-08 10:56:00,1.1
September,Minnesota,MRO,Suspicious Activity,0,0,2020,2020-09-09 22:16:00,2020-09-11 08:17:00,10.02
September,Idaho,WECC,Natural Disaster,0,0,2020,2020-09-09 11:22:00,2020-09-09 13:04:00,1.7
September,Alabama,SERC,Severe Weather/Transmission Interruption,236,34096,2020,2020-09-15 22:00:00,2020-09-20 15:00:00,17.0
September,North Dakota,MRO,System Operations,0,0,2020,2020-09-15 15:04:00,2020-09-15 15:37:00,0.55
September,Florida,FRCC,System Operations,0,0,2020,2020-09-16 07:00:00,2020-09-18 06:00:00,23.0
September,Alabama,SERC,Severe Weather,0,77600,2020,2020-09-16 03:00:00,2020-09-21 08:00:00,5.0
September,Maine,NPCC,Vandalism,0,0,2020,2020-09-16 02:09:00,2020-09-16 02:20:00,0.18
September,Oklahoma,SPP RE,Actual Physical Attack,0,Unknown,2020,2020-09-20 20:01:00,2020-09-21 15:44:00,19.72
September,California,WECC,System Operations,8,4350,2020,2020-09-22 10:02:00,2020-09-22 12:58:00,2.93
September,New Jersey,RF,Vandalism,0,0,2020,2020-09-23 12:00:00,2020-09-23 13:00:00,1.0
September,Nevada,WECC,Actual Physical Attack,26,13000,2020,2020-09-26 05:17:00,2020-09-26 05:41:00,0.4
September,California,WECC,Natural Disaster,337,102267,2020,2020-09-27 18:27:00,2020-09-28 15:17:00,20.83
September,Connecticut,NPCC,Severe Weather,Unknown,155000,2020,2020-09-30 05:55:00,2020-09-30 23:30:00,17.58
October,Virginia,SERC,Suspicious Activity,0,0,2020,2020-10-02 19:30:00,2020-10-04 06:30:00,11.0
October,Louisiana,SERC,Transmission Interruption,183,39089,2020,2020-10-07 13:45:00,2020-10-07 13:59:00,0.23
October,New York,NPCC,Severe Weather,Unknown,7500,2020,2020-10-07 16:00:00,,
October,Connecticut,NPCC,Severe Weather,Unknown,186600,2020,2020-10-07 18:50:00,2020-10-09 15:00:00,20.17
October,Colorado,WECC,Transmission Interruption,0,0,2020,2020-10-09 10:44:00,2020-10-09 22:25:00,11.68
October,Louisiana,SERC,Severe Weather,200,50000,2020,2020-10-09 20:00:00,2020-10-15 07:00:00,11.0
October,Louisiana,SERC,Severe Weather,Unknown,132200,2020,2020-10-09 19:50:00,2020-10-11 15:09:00,19.32
October,Louisiana,SERC,Severe Weather,Unknown,477966,2020,2020-10-09 17:30:00,2020-10-10 18:00:00,0.5
October,Louisiana,SERC,Severe Weather,Unknown,50000,2020,2020-10-09 20:00:00,2020-10-10 06:00:00,10.0
October,Washington,WECC,Transmission Interruption,0,0,2020,2020-10-10 23:10:00,2020-10-10 23:15:00,0.08
October,Oregon,WECC,System Operations,0,0,2020,2020-10-10 08:05:00,2020-10-10 12:00:00,3.92
October,Louisiana,SERC,Severe Weather,Unknown,Unknown,2020,2020-10-10 02:22:00,2020-10-10 05:00:00,2.63
October,Florida,FRCC,Transmission Interruption,0,0,2020,2020-10-12 04:06:00,2020-10-12 04:07:00,0.02
October,Washington,WECC,Severe Weather,Unknown,76000,2020,2020-10-13 13:14:00,2020-10-14 14:00:00,0.77
October,Texas,TRE,Transmission Interruption,18,Unknown,2020,2020-10-14 18:26:00,2020-10-15 13:11:00,18.75
October,Washington,WECC,Vandalism,0,0,2020,2020-10-15 23:43:00,,
October,Michigan,RF,System Operations,0,0,2020,2020-10-15 16:50:00,,
October,Kentucky,SERC,Vandalism,62,0,2020,2020-10-16 14:00:00,2020-10-16 16:00:00,2.0
October,Illinois,SERC,Transmission Interruption,0,0,2020,2020-10-20 18:48:00,2020-10-20 18:49:00,0.02
October,Idaho,WECC,Suspicious Activity,0,0,2020,2020-10-22 08:00:00,2020-10-22 08:01:00,0.02
October,Florida,FRCC,System Operations,0,0,2020,2020-10-22 22:48:00,2020-10-22 23:34:00,0.77
October,Ohio,RF,Transmission Interruption,Unknown,Unknown,2020,2020-10-23 15:42:00,2020-10-23 23:11:00,7.48
October,Texas,TRE,Severe Weather,Unknown,55506,2020,2020-10-23 15:46:00,2020-10-23 23:03:00,7.28
October,Minnesota,MRO,Transmission Interruption,1,4,2020,2020-10-24 20:13:00,2020-10-24 22:52:00,2.65
October,California,WECC,Severe Weather,1218,370000,2020,2020-10-25 14:32:00,2020-10-27 18:00:00,3.47
October,Wisconsin,MRO,Suspicious Activity,0,0,2020,2020-10-25 03:25:00,2020-10-25 03:45:00,0.33
October,Oklahoma,SPP RE,Severe Weather,Unknown,447000,2020,2020-10-26 13:00:00,2020-11-07 19:00:00,6.0
October,California,WECC,Severe Weather,Unknown,136833,2020,2020-10-26 11:24:00,2020-10-27 16:43:00,5.32
October,Colorado,WECC,Transmission Interruption,75,13000,2020,2020-10-26 09:28:00,2020-10-26 12:20:00,2.87
October,Kentucky,SERC,Vandalism,64,0,2020,2020-10-26 10:00:00,2020-10-26 10:15:00,0.25
October,Oklahoma,SPP RE,Severe Weather,Unknown,235000,2020,2020-10-27 17:50:00,,
October,Alabama,SERC,Severe Weather,253,35478,2020,2020-10-28 21:37:00,2020-11-02 19:30:00,21.88
October,Louisiana,SERC,Severe Weather,Unknown,481268,2020,2020-10-28 18:00:00,2020-10-29 01:15:00,7.25
October,Texas,TRE,Transmission Interruption,Unknown,Unknown,2020,2020-10-28 11:53:00,2020-10-28 15:26:00,3.55
October,Texas,TRE,Severe Weather,Unknown,Unknown,2020,2020-10-28 10:28:00,2020-10-28 10:29:00,0.02
October,Louisiana,SERC,Severe Weather,Unknown,72707,2020,2020-10-28 17:12:00,2020-10-29 16:30:00,23.3
October,North Carolina,SERC,Severe Weather,Unknown,461580,2020,2020-10-29 08:15:00,2020-10-31 18:45:00,10.5
October,Maine,NPCC,System Operations,0,0,2020,2020-10-29 11:58:00,2020-10-29 13:10:00,1.2
October,Alabama,SERC,Severe Weather,0,90000,2020,2020-10-29 02:00:00,2020-10-31 09:00:00,7.0
November,Ohio,RF,Severe Weather,Unknown,85677,2020,2020-11-01 18:00:00,2020-11-01 18:09:00,0.15
November,California,WECC,Suspicious Activity,0,0,2020,2020-11-01 12:31:00,2020-11-01 12:35:00,0.07
November,Florida,FRCC,Suspicious Activity,0,0,2020,2020-11-02 11:12:00,2020-11-02 11:21:00,0.15
November,Colorado,WECC,Transmission Interruption,0,0,2020,2020-11-07 17:40:00,2020-11-07 22:10:00,4.5
November,New Hampshire,NPCC,Vandalism,0,0,2020,2020-11-09 12:00:00,2020-11-10 09:45:00,21.75
November,Arizona,WECC,System Operations,0,0,2020,2020-11-10 10:42:00,2020-11-10 12:45:00,2.05
November,Washington,WECC,System Operations,0,0,2020,2020-11-13 00:20:00,2020-11-13 08:00:00,7.67
November,California,WECC,Fuel Supply Deficiency,0,0,2020,2020-11-14 07:40:00,,
November,Ohio,RF,Severe Weather,Unknown,123361,2020,2020-11-15 15:08:00,2020-11-15 22:30:00,7.37
November,Ohio,RF,Severe Weather,Unknown,96809,2020,2020-11-15 14:52:00,2020-11-16 05:59:00,15.12
November,Michigan,RF,Severe Weather,Unknown,150000,2020,2020-11-15 12:30:00,2020-11-18 09:44:00,21.23
November,Michigan,RF,Severe Weather,Unknown,57327,2020,2020-11-15 15:37:00,2020-11-17 12:15:00,20.63
November,Connecticut,NPCC,Severe Weather,Unknown,62408,2020,2020-11-15 23:05:00,2020-11-16 05:00:00,5.92
November,Ohio,RF,Severe Weather,Unknown,75000,2020,2020-11-15 11:30:00,2020-11-16 03:25:00,15.92
November,Missouri,SERC,System Operations,0,0,2020,2020-11-18 08:30:00,2020-11-18 10:50:00,2.33
November,Maine,NPCC,System Operations,0,0,2020,2020-11-18 10:20:00,2020-11-18 11:18:00,0.97
November,Texas,TRE,System Operations,0,Unknown,2020,2020-11-20 09:10:00,2020-11-20 09:22:00,0.2
November,Nevada,WECC,Actual Physical Attack,21,577,2020,2020-11-21 11:59:00,2020-11-21 12:59:00,1.0
November,Wisconsin,MRO,System Operations,0,0,2020,2020-11-23 05:50:00,2020-11-23 07:27:00,1.62
November,Texas,TRE,Transmission Interruption,0,0,2020,2020-11-30 14:33:00,2020-11-30 17:20:00,2.78
November,Massachusetts,NPCC,Severe Weather,Unknown,116000,2020,2020-11-30 16:24:00,2020-12-01 14:25:00,22.02
December,Ohio,RF,Severe Weather,Unknown,170190,2020,2020-12-01 12:32:00,2020-12-01 22:50:00,10.3
December,Colorado,WECC,Transmission Interruption,89,0,2020,2020-12-03 09:01:00,2020-12-03 09:03:00,0.03
December,California,WECC,Severe Weather,93,73000,2020,2020-12-03 00:44:00,2020-12-05 11:03:00,10.32
December,California,WECC,Severe Weather,132,51686,2020,2020-12-03 10:57:00,2020-12-04 15:02:00,4.08
December,Connecticut,NPCC,Severe Weather,Unknown,271231,2020,2020-12-05 16:40:00,,
December,Pennsylvania,RF,System Operations,0,0,2020,2020-12-06 09:45:00,2020-12-06 17:00:00,7.25
December,California,WECC,Severe Weather,286,76234,2020,2020-12-07 18:10:00,2020-12-08 21:09:00,2.98
December,Michigan,RF,System Operations,0,0,2020,2020-12-08 09:43:00,2020-12-08 10:33:00,0.83
