Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Event Type,Demand Loss (MW),Number of Customers Affected,Year
June,06/21/2020,01:16:00,06/21/2020,18:45:00,Delaware,RF,Vandalism,0,0,2020
June,06/22/2020,11:44:00,06/22/2020,12:42:00,Pennsylvania,RF,System Operations,0,0,2020
June,06/26/2020,16:20:00,06/29/2020,15:00:00,Dakota,MRO,Vandalism,0,0,2020
June,06/26/2020,12:47:00,06/26/2020,13:53:00,Texas,TRE,System Operations,0,0,2020
June,06/27/2020,16:00:00,06/28/2020,02:27:00,Alabama,SERC,Severe Weather,33480,78109,2020
June,06/29/2020,14:32:00,06/29/2020,16:35:00,Arkansas,SPP RE,Transmission Interruption,0,0,2020
June,06/30/2020,10:28:00,06/30/2020,10:29:00,Oregon,WECC,Vandalism,0,0,2020
July,07/01/2020,19:26:00,07/01/2020,19:44:00,Pennsylvania,RF,Transmission Interruption,32,2013,2020
July,07/06/2020,18:45:00,07/06/2020,19:42:00,Columbia,RF,System Operations,0,0,2020
July,07/07/2020,11:38:00,07/07/2020,18:24:00,California,WECC,Transmission Interruption,0,0,2020
July,07/07/2020,13:09:00,07/08/2020,08:17:00,Colorado,WECC,Transmission Interruption,0,0,2020
July,07/12/2020,14:08:00,07/12/2020,20:44:00,Nevada,WECC,Actual Physical Attack,36,10000,2020
July,07/13/2020,16:30:00,07/13/2020,16:31:00,Kentucky,SERC,Suspicious Activity,0,0,2020
July,07/14/2020,14:16:00,07/14/2020,14:53:00,California,WECC,System Operations,0,0,2020
July,07/16/2020,08:49:00,07/16/2020,11:06:00,Dakota,MRO,System Operations,475,0,2020
July,07/17/2020,23:00:00,07/17/2020,23:30:00,Oklahoma,SPP RE,Vandalism,0,0,2020
July,07/20/2020,00:57:00,07/20/2020,02:34:00,Texas,TRE,Suspicious Activity,21,14096,2020
July,07/21/2020,11:53:00,07/21/2020,13:00:00,Washington,WECC,Vandalism,19,11000,2020
July,07/22/2020,11:30:00,07/22/2020,14:19:00,Virginia,RF,Transmission Interruption,0,0,2020
July,07/25/2020,21:00:00,07/26/2020,16:00:00,Texas,TRE,Severe Weather,125,84000,2020
July,07/28/2020,15:00:00,07/28/2020,23:00:00,Michigan,RF,System Operations,0,0,2020
July,07/30/2020,17:54:00,07/30/2020,20:18:00,Nebraska,MRO,Transmission Interruption,0,0,2020
August,08/01/2020,08:16:00,08/01/2020,09:15:00,California,WECC,System Operations,0,0,2020
August,08/02/2020,19:43:00,08/02/2020,22:27:00,Illinois,SERC,Transmission Interruption,0,0,2020
August,08/03/2020,08:00:00,08/03/2020,13:00:00,Texas,TRE,Vandalism,0,0,2020
August,08/04/2020,13:00:00,08/04/2020,23:59:00,York,NPCC,Severe Weather,3907,420000,2020
August,08/04/2020,11:20:00,08/07/2020,10:55:00,Jersey,RF,Severe Weather,60,75000,2020
August,08/04/2020,15:15:00,08/07/2020,10:27:00,Connecticut,NPCC,Severe Weather,2000,1188247,2020
August,08/04/2020,06:01:00,08/06/2020,15:30:00,Carolina,SERC,Severe Weather,311,125987,2020
August,08/05/2020,17:58:00,08/05/2020,20:53:00,Texas,TRE,Transmission Interruption,89,19785,2020
August,08/10/2020,22:25:00,08/10/2020,23:02:00,York,NPCC,System Operations,0,0,2020
August,08/13/2020,13:51:00,08/13/2020,16:27:00,Texas,TRE,System Operations,218,57060,2020
August,08/14/2020,18:36:00,08/14/2020,20:42:00,California,WECC,System Operations,560,220000,2020
August,08/14/2020,16:39:00,08/14/2020,17:42:00,Louisiana,SERC,Transmission Interruption,101,12671,2020
August,08/14/2020,18:45:00,08/14/2020,21:12:00,California,WECC,System Operations,1419,132000,2020
August,08/15/2020,18:25:00,08/15/2020,19:44:00,California,WECC,System Operations,459,220000,2020
August,08/15/2020,15:00:00,08/15/2020,19:45:00,California,WECC,System Operations,200,70000,2020
August,08/15/2020,17:41:00,08/15/2020,18:48:00,Connecticut,NPCC,Suspicious Activity,0,0,2020
August,08/16/2020,03:44:00,08/17/2020,14:18:00,California,WECC,Severe Weather,409,124266,2020
August,08/17/2020,08:21:00,08/17/2020,09:01:00,California,WECC,Severe Weather,2,2,2020
August,08/18/2020,19:00:00,08/18/2020,19:30:00,California,WECC,Potential Physical Attack,0,0,2020
August,08/18/2020,14:00:00,08/18/2020,21:00:00,Nevada,WECC,Severe Weather,7800,1400000,2020
August,08/18/2020,21:55:00,08/18/2020,22:10:00,California,WECC,System Operations,0,0,2020
August,08/18/2020,14:44:00,08/18/2020,15:14:00,Texas,TRE,Transmission Interruption,205,238,2020
August,08/19/2020,01:27:00,08/19/2020,03:03:00,Ohio,RF,Transmission Interruption,22,16107,2020
August,08/19/2020,14:00:00,08/19/2020,21:00:00,Arizona,WECC,Severe Weather,1200,0,2020
August,08/19/2020,14:00:00,08/19/2020,21:00:00,Nevada,WECC,Severe Weather,7500,1400000,2020
August,08/20/2020,00:03:00,08/20/2020,14:05:00,Maine,NPCC,System Operations,0,0,2020
August,08/20/2020,09:17:00,08/20/2020,13:42:00,Mississippi,SERC,Vandalism,0,0,2020
August,08/23/2020,22:12:00,08/23/2020,22:15:00,Virginia,RF,Suspicious Activity,0,0,2020
August,08/24/2020,23:00:00,08/24/2020,23:59:00,Texas,TRE,Potential Physical Attack,0,0,2020
August,08/25/2020,02:43:00,08/25/2020,07:43:00,Colorado,WECC,Vandalism,0,0,2020
August,08/27/2020,05:00:00,09/03/2020,12:00:00,Louisiana,SERC,Severe Weather,200,50000,2020
August,08/27/2020,12:29:00,08/27/2020,12:59:00,Nebraska,MRO,System Operations,0,0,2020
August,08/27/2020,17:11:00,08/28/2020,10:00:00,Connecticut,NPCC,Severe Weather,100,60687,2020
August,08/28/2020,16:27:00,08/28/2020,19:26:00,Washington,WECC,Severe Weather,0,0,2020
August,08/28/2020,00:25:00,08/28/2020,01:00:00,Maine,NPCC,System Operations,0,0,2020
August,08/31/2020,09:00:00,08/31/2020,15:53:00,Washington,WECC,Vandalism,0,0,2020
September,09/01/2020,13:04:00,09/01/2020,13:05:00,California,WECC,Suspicious Activity,0,0,2020
September,09/04/2020,01:07:00,09/04/2020,01:37:00,Florida,FRCC,System Operations,0,0,2020
September,09/05/2020,17:25:00,09/05/2020,20:55:00,California,WECC,Severe Weather,100,20000,2020
September,09/06/2020,16:00:00,09/06/2020,21:00:00,Nevada,WECC,Severe Weather,8180,1400000,2020
September,09/06/2020,17:36:00,09/06/2020,19:27:00,Washington,WECC,System Operations,0,0,2020
September,09/07/2020,22:40:00,09/09/2020,17:24:00,California,WECC,Transmission Interruption,610,172000,2020
September,09/07/2020,09:13:00,09/08/2020,06:00:00,Washington,WECC,Natural Disaster,80,21000,2020
September,09/07/2020,19:05:00,09/08/2020,22:00:00,Oregon,WECC,Severe Weather,2859,103000,2020
September,09/08/2020,09:50:00,09/08/2020,10:56:00,Michigan,RF,System Operations,265,0,2020
September,09/09/2020,22:16:00,09/11/2020,08:17:00,Minnesota,MRO,Suspicious Activity,0,0,2020
September,09/09/2020,11:22:00,09/09/2020,13:04:00,Idaho,WECC,Natural Disaster,0,0,2020
September,09/15/2020,22:00:00,09/20/2020,15:00:00,Alabama,SERC,Severe Weather/Transmission Interruption,236,34096,2020
September,09/15/2020,15:04:00,09/15/2020,15:37:00,Dakota,MRO,System Operations,0,0,2020
September,09/16/2020,07:00:00,09/18/2020,06:00:00,Florida,FRCC,System Operations,0,0,2020
September,09/16/2020,03:00:00,09/21/2020,08:00:00,Alabama,SERC,Severe Weather,0,77600,2020
September,09/16/2020,02:09:00,09/16/2020,02:20:00,Maine,NPCC,Vandalism,0,0,2020
September,09/22/2020,10:02:00,09/22/2020,12:58:00,California,WECC,System Operations,8,4350,2020
September,09/23/2020,12:00:00,09/23/2020,13:00:00,Jersey,RF,Vandalism,0,0,2020
September,09/26/2020,05:17:00,09/26/2020,05:41:00,Nevada,WECC,Actual Physical Attack,26,13000,2020
September,09/27/2020,18:27:00,09/28/2020,15:17:00,California,WECC,Natural Disaster,337,102267,2020
October,10/02/2020,19:30:00,10/04/2020,06:30:00,Virginia,SERC,Suspicious Activity,0,0,2020
October,10/07/2020,13:45:00,10/07/2020,13:59:00,Louisiana,SERC,Transmission Interruption,183,39089,2020
October,10/09/2020,10:44:00,10/09/2020,22:25:00,Colorado,WECC,Transmission Interruption,0,0,2020
October,10/09/2020,20:00:00,10/15/2020,07:00:00,Louisiana,SERC,Severe Weather,200,50000,2020
October,10/10/2020,23:10:00,10/10/2020,23:15:00,Washington,WECC,Transmission Interruption,0,0,2020
October,10/10/2020,08:05:00,10/10/2020,12:00:00,Oregon,WECC,System Operations,0,0,2020
October,10/12/2020,04:06:00,10/12/2020,04:07:00,Florida,FRCC,Transmission Interruption,0,0,2020
October,10/16/2020,14:00:00,10/16/2020,16:00:00,Kentucky,SERC,Vandalism,62,0,2020
October,10/20/2020,18:48:00,10/20/2020,18:49:00,Illinois,SERC,Transmission Interruption,0,0,2020
October,10/22/2020,08:00:00,10/22/2020,08:01:00,Idaho,WECC,Suspicious Activity,0,0,2020
October,10/22/2020,22:48:00,10/22/2020,23:34:00,Florida,FRCC,System Operations,0,0,2020
October,10/24/2020,20:13:00,10/24/2020,22:52:00,Minnesota,MRO,Transmission Interruption,1,4,2020
October,10/25/2020,14:32:00,10/27/2020,18:00:00,California,WECC,Severe Weather,1218,370000,2020
October,10/25/2020,03:25:00,10/25/2020,03:45:00,Wisconsin,MRO,Suspicious Activity,0,0,2020
October,10/26/2020,09:28:00,10/26/2020,12:20:00,Colorado,WECC,Transmission Interruption,75,13000,2020
October,10/26/2020,10:00:00,10/26/2020,10:15:00,Kentucky,SERC,Vandalism,64,0,2020
October,10/28/2020,21:37:00,11/02/2020,19:30:00,Alabama,SERC,Severe Weather,253,35478,2020
October,10/29/2020,11:58:00,10/29/2020,13:10:00,Maine,NPCC,System Operations,0,0,2020
October,10/29/2020,02:00:00,10/31/2020,09:00:00,Alabama,SERC,Severe Weather,0,90000,2020
November,11/01/2020,12:31:00,11/01/2020,12:35:00,California,WECC,Suspicious Activity,0,0,2020
November,11/02/2020,11:12:00,11/02/2020,11:21:00,Florida,FRCC,Suspicious Activity,0,0,2020
November,11/07/2020,17:40:00,11/07/2020,22:10:00,Colorado,WECC,Transmission Interruption,0,0,2020
November,11/09/2020,12:00:00,11/10/2020,09:45:00,Hampshire,NPCC,Vandalism,0,0,2020
November,11/10/2020,10:42:00,11/10/2020,12:45:00,Arizona,WECC,System Operations,0,0,2020
November,11/13/2020,00:20:00,11/13/2020,08:00:00,Washington,WECC,System Operations,0,0,2020
November,11/18/2020,08:30:00,11/18/2020,10:50:00,Missouri,SERC,System Operations,0,0,2020
November,11/18/2020,10:20:00,11/18/2020,11:18:00,Maine,NPCC,System Operations,0,0,2020
November,11/21/2020,11:59:00,11/21/2020,12:59:00,Nevada,WECC,Actual Physical Attack,21,577,2020
November,11/23/2020,05:50:00,11/23/2020,07:27:00,Wisconsin,MRO,System Operations,0,0,2020
November,11/30/2020,14:33:00,11/30/2020,17:20:00,Texas,TRE,Transmission Interruption,0,0,2020
December,12/03/2020,09:01:00,12/03/2020,09:03:00,Colorado,WECC,Transmission Interruption,89,0,2020
December,12/03/2020,00:44:00,12/05/2020,11:03:00,California,WECC,Severe Weather,93,73000,2020
December,12/03/2020,10:57:00,12/04/2020,15:02:00,California,WECC,Severe Weather,132,51686,2020
December,12/06/2020,09:45:00,12/06/2020,17:00:00,Pennsylvania,RF,System Operations,0,0,2020
December,12/07/2020,18:10:00,12/08/2020,21:09:00,California,WECC,Severe Weather,286,76234,2020
December,12/08/2020,09:43:00,12/08/2020,10:33:00,Michigan,RF,System Operations,0,0,2020
December,12/09/2020,13:20:00,12/09/2020,14:30:00,Missouri,MRO,System Operations,0,0,2020
December,12/10/2020,16:30:00,12/12/2020,05:00:00,Washington,WECC,System Operations,0,0,2020
December,12/11/2020,22:51:00,12/11/2020,23:57:00,Texas,TRE,System Operations,0,0,2020
December,12/13/2020,06:47:00,12/13/2020,07:36:00,California,WECC,System Operations,298,159239,2020
December,12/14/2020,17:01:00,12/14/2020,17:34:00,California,WECC,System Operations,0,0,2020
December,12/17/2020,08:07:00,12/17/2020,08:32:00,California,WECC,Severe Weather,35,17000,2020
December,12/17/2020,16:19:00,12/17/2020,16:57:00,Michigan,RF,System Operations,0,0,2020
December,12/18/2020,06:34:00,12/18/2020,09:51:00,Oregon,WECC,Suspicious Activity,0,0,2020
December,12/20/2020,05:06:00,12/20/2020,05:22:00,California,WECC,Cyber Event,0,0,2020
December,12/22/2020,02:20:00,12/22/2020,02:21:00,Washington,WECC,Vandalism,0,2000,2020
December,12/25/2020,03:51:00,12/25/2020,03:52:00,California,WECC,Vandalism,0,0,2020
December,12/25/2020,18:51:00,12/25/2020,19:24:00,Ohio,RF,Suspicious Activity,0,0,2020
December,12/28/2020,17:31:00,12/29/2020,13:31:00,Virginia,SERC,Vandalism,0,0,2020
January,01/01/2021,07:04:00,01/01/2021,07:05:00,California,WECC,Vandalism,0,0,2021
January,01/02/2021,10:28:00,01/02/2021,10:29:00,California,WECC,System Operations,8,5803,2021
January,01/04/2021,10:34:00,01/04/2021,10:49:00,Pennsylvania,RF,Transmission Interruption,6,3825,2021
January,01/12/2021,23:50:00,01/15/2021,13:00:00,Washington,WECC,Severe Weather,100,320000,2021
January,01/12/2021,23:49:00,01/14/2021,14:00:00,Washington,WECC,Severe Weather/Distribution Interruption,150,70000,2021
January,01/13/2021,03:43:00,01/13/2021,16:00:00,Washington,WECC,Severe Weather,185,70417,2021
January,01/13/2021,13:05:00,01/13/2021,13:06:00,Georgia,SERC,Vandalism,0,0,2021
January,01/15/2021,17:48:00,01/15/2021,18:55:00,Missouri,SERC,System Operations,0,0,2021
January,01/18/2021,14:07:00,01/18/2021,14:42:00,Connecticut,NPCC,System Operations,0,0,2021
January,01/19/2021,02:48:00,01/20/2021,11:41:00,California,WECC,Severe Weather,411,124888,2021
January,01/21/2021,00:00:00,02/03/2021,16:55:00,Texas,TRE,Vandalism,0,0,2021
January,01/23/2021,07:45:00,01/23/2021,08:00:00,California,WECC,Suspicious Activity,45,0,2021
January,01/26/2021,20:49:00,01/28/2021,21:14:00,California,WECC,Severe Weather,841,255715,2021
January,01/27/2021,12:30:00,01/27/2021,16:18:00,Hampshire,NPCC,Vandalism,0,0,2021
January,01/28/2021,10:15:00,01/28/2021,16:46:00,Hampshire,NPCC,Vandalism,0,0,2021
February,02/01/2021,23:25:00,02/02/2021,01:12:00,Texas,TRE,Transmission Interruption,13,6102,2021
February,02/02/2021,12:34:00,02/02/2021,15:43:00,Dakota,MRO,Severe Weather/Transmission Interruption,5,4,2021
February,02/02/2021,09:25:00,02/03/2021,11:38:00,Dakota,MRO,Severe Weather/Transmission Interruption,5,3,2021
February,02/03/2021,14:22:00,02/04/2021,22:32:00,Dakota,MRO,Transmission Interruption,7,1400,2021
February,02/05/2021,09:43:00,02/05/2021,11:19:00,Arkansas,SERC,Vandalism,0,0,2021
February,02/06/2021,06:50:00,02/06/2021,14:43:00,Ohio,RF,Transmission Interruption,0,0,2021
February,02/07/2021,06:57:00,02/07/2021,07:34:00,Texas,TRE,Suspicious Activity,0,0,2021
February,02/08/2021,07:04:00,02/08/2021,14:10:00,Minnesota,MRO,Transmission Interruption,0,0,2021
February,02/08/2021,18:19:00,02/08/2021,18:29:00,Hampshire,NPCC,System Operations,0,0,2021
February,02/09/2021,13:00:00,02/10/2021,14:21:00,Oregon,WECC,Vandalism,0,0,2021
February,02/11/2021,19:21:00,02/11/2021,21:20:00,Colorado,WECC,Transmission Interruption,0,0,2021
February,02/13/2021,09:56:00,02/13/2021,11:01:00,Washington,WECC,Severe Weather,164,37583,2021
February,02/14/2021,20:21:00,02/18/2021,09:30:00,Arkansas,SERC,Severe Weather,461,125484,2021
February,02/14/2021,18:00:00,02/16/2021,22:00:00,Missouri,SERC,Severe Weather,0,0,2021
February,02/15/2021,01:20:00,02/18/2021,00:02:00,Texas,TRE,Severe Weather,4966,1390000,2021
February,02/15/2021,16:00:00,02/15/2021,18:34:00,Texas,TRE,System Operations,0,0,2021
February,02/15/2021,07:00:00,02/18/2021,09:00:00,Oklahoma,MRO,Fuel Supply Deficiency,0,0,2021
February,02/15/2021,10:24:00,02/18/2021,09:52:00,Texas,TRE,Severe Weather,116,29942,2021
February,02/15/2021,07:52:00,02/17/2021,14:15:00,Texas,TRE,Severe Weather,107,25000,2021
February,02/15/2021,06:51:00,02/16/2021,13:19:00,Oklahoma,MRO,Severe Weather,350,200000,2021
February,02/16/2021,17:45:00,02/16/2021,19:15:00,Texas,TRE,System Operations,0,0,2021
February,02/16/2021,07:20:00,02/16/2021,10:02:00,Nebraska,MRO,Severe Weather,126,81100,2021
February,02/16/2021,07:17:00,02/16/2021,10:08:00,Texas,TRE,Severe Weather,168,840000,2021
February,02/16/2021,10:20:00,02/16/2021,13:20:00,Oregon,WECC,System Operations,0,0,2021
February,02/16/2021,06:24:00,02/16/2021,10:41:00,Louisiana,SERC,System Operations,100,18150,2021
February,02/17/2021,10:30:00,02/17/2021,18:04:00,Carolina,SERC,Transmission Interruption,0,0,2021
February,02/17/2021,17:00:00,02/17/2021,22:00:00,Louisiana,SERC,Severe Weather,400,67000,2021
February,02/17/2021,06:38:00,02/17/2021,08:37:00,Texas,TRE,System Operations,0,0,2021
February,02/19/2021,12:01:00,02/19/2021,12:41:00,York,NPCC,System Operations,0,0,2021
February,02/28/2021,12:42:00,02/28/2021,13:22:00,Texas,TRE,System Operations,0,0,2021
March,03/01/2021,10:06:00,03/09/2021,12:00:00,York,NPCC,Cyber Event,0,0,2021
March,03/01/2021,13:06:00,03/01/2021,13:07:00,Texas,TRE,Vandalism,0,0,2021
March,03/02/2021,13:03:00,03/02/2021,13:38:00,Kentucky,SERC,System Operations,0,0,2021
March,03/05/2021,14:30:00,03/05/2021,15:00:00,Indiana,RF,System Operations,0,0,2021
March,03/06/2021,03:21:00,03/06/2021,04:07:00,California,WECC,Severe Weather,22,24000,2021
March,03/08/2021,04:36:00,03/08/2021,04:37:00,Washington,WECC,Vandalism,0,0,2021
March,03/08/2021,08:54:00,03/08/2021,08:55:00,Oregon,WECC,Suspicious Activity,0,0,2021
March,03/11/2021,08:10:00,03/11/2021,13:00:00,Washington,WECC,Vandalism,0,0,2021
March,03/17/2021,06:27:00,03/17/2021,08:27:00,Pennsylvania,RF,Transmission Interruption,43,7381,2021
March,03/18/2021,21:08:00,03/19/2021,22:31:00,Washington,WECC,Vandalism,4,916,2021
March,03/19/2021,08:59:00,03/19/2021,10:04:00,Maine,NPCC,System Operations,0,0,2021
March,03/21/2021,04:01:00,03/22/2021,09:37:00,Minnesota,MRO,Suspicious Activity,0,0,2021
March,03/30/2021,16:18:00,03/30/2021,20:21:00,Texas,TRE,Transmission Interruption,0,0,2021
April,04/06/2021,08:49:00,04/06/2021,08:50:00,Florida,SERC,Vandalism,0,0,2021
April,04/07/2021,17:42:00,04/07/2021,22:09:00,Ohio,RF,Suspicious Activity,0,0,2021
April,04/07/2021,10:18:00,04/07/2021,11:20:00,Texas,TRE,System Operations,0,0,2021
April,04/08/2021,04:51:00,04/10/2021,20:00:00,California,WECC,Suspicious Activity,0,0,2021
April,04/09/2021,13:20:00,04/10/2021,00:40:00,Texas,TRE,Vandalism,0,0,2021
April,04/12/2021,00:44:00,04/12/2021,17:45:00,Colorado,WECC,Actual Physical Attack,0,0,2021
April,04/13/2021,09:00:00,04/13/2021,10:00:00,Texas,TRE,Suspicious Activity,0,0,2021
April,04/13/2021,16:49:00,04/13/2021,20:30:00,Texas,TRE,Severe Weather,0,0,2021
April,04/13/2021,00:37:00,04/13/2021,04:19:00,Wisconsin,MRO,System Operations,0,0,2021
April,04/14/2021,10:19:00,04/14/2021,11:39:00,Columbia,RF,System Operations,0,0,2021
April,04/21/2021,20:31:00,04/21/2021,21:35:00,Minnesota,MRO,Transmission Interruption,0,0,2021
April,04/21/2021,13:13:00,04/21/2021,14:10:00,Texas,TRE,System Operations,0,0,2021
April,04/22/2021,16:43:00,04/22/2021,17:14:00,Wisconsin,MRO,System Operations,0,0,2021
April,04/24/2021,22:08:00,04/24/2021,23:41:00,Texas,TRE,Suspicious Activity,0,0,2021
April,04/24/2021,21:00:00,04/25/2021,10:43:00,Alabama,SERC,Severe Weather,137,18860,2021
April,04/26/2021,11:18:00,04/26/2021,13:00:00,Maine,NPCC,System Operations,0,0,2021
May,05/02/2021,19:58:00,05/02/2021,20:22:00,Hampshire,NPCC,System Operations,0,0,2021
May,05/03/2021,11:21:00,05/03/2021,11:53:00,Oklahoma,MRO,System Operations,0,0,2021
May,05/03/2021,07:52:00,05/03/2021,07:53:00,Carolina,SERC,Suspicious Activity,0,0,2021
May,05/04/2021,18:06:00,05/05/2021,17:48:00,Mississippi,SERC,Severe Weather,175,24457,2021
May,05/05/2021,11:50:00,05/08/2021,11:50:00,Michigan,RF,Vandalism,0,0,2021
May,05/06/2021,17:00:00,05/06/2021,17:15:00,Missouri,SERC,System Operations,0,0,2021
May,05/10/2021,02:28:00,05/10/2021,03:21:00,Pennsylvania,RF,System Operations,0,0,2021
May,05/10/2021,12:17:00,05/10/2021,12:54:00,Indiana,RF,System Operations,0,0,2021
May,05/11/2021,23:01:00,05/12/2021,08:29:00,Texas,TRE,Vandalism,0,0,2021
May,05/11/2021,09:32:00,05/11/2021,10:38:00,Wisconsin,MRO,System Operations,0,0,2021
May,05/14/2021,22:00:00,05/17/2021,06:00:00,Idaho,WECC,Vandalism,0,0,2021
May,05/14/2021,08:30:00,05/14/2021,16:00:00,Pennsylvania,RF,Suspicious Activity,0,0,2021
May,05/18/2021,12:15:00,05/18/2021,20:18:00,Delaware,RF,Vandalism,0,0,2021
May,05/20/2021,10:06:00,05/20/2021,13:45:00,Florida,SERC,Transmission Interruption,0,35000,2021
May,05/20/2021,07:25:00,05/20/2021,07:26:00,California,WECC,Vandalism,0,0,2021
May,05/24/2021,13:14:00,05/24/2021,13:15:00,Utah,WECC,Vandalism,0,0,2021
May,05/25/2021,12:56:00,05/25/2021,13:41:00,Ohio,RF,System Operations,0,0,2021
May,05/27/2021,18:51:00,05/28/2021,15:56:00,California,WECC,Transmission Interruption,0,0,2021
May,05/27/2021,00:05:00,05/27/2021,00:45:00,Oregon,WECC,System Operations,0,0,2021
May,05/28/2021,21:24:00,05/28/2021,21:25:00,Florida,SERC,Transmission Interruption,1850,10000,2021
May,05/28/2021,20:00:00,05/28/2021,21:29:00,California,WECC,Actual Physical Attack,0,655,2021
May,05/28/2021,22:13:00,05/28/2021,23:34:00,Minnesota,MRO,System Operations,0,0,2021
June,06/07/2021,22:27:00,06/08/2021,00:33:00,Minnesota,MRO,Severe Weather/Transmission Interruption,23,1,2021
June,06/07/2021,13:26:00,06/07/2021,13:27:00,Texas,TRE,Generation Inadequacy,1435,0,2021
June,06/07/2021,15:19:00,06/07/2021,18:22:00,Mexico,WECC,System Operations,0,0,2021
June,06/08/2021,15:00:00,06/08/2021,15:01:00,Texas,TRE,Vandalism,0,0,2021
June,06/09/2021,19:09:00,06/09/2021,20:50:00,Mexico,WECC,System Operations,0,0,2021
June,06/10/2021,22:28:00,06/10/2021,23:07:00,Kansas,MRO,Transmission Interruption,90,9800,2021
June,06/11/2021,03:26:00,06/11/2021,03:48:00,Dakota,MRO,Severe Weather/Transmission Interruption,0,0,2021
June,06/14/2021,02:10:00,06/14/2021,02:11:00,Utah,WECC,Suspicious Activity,0,0,2021
June,06/15/2021,11:30:00,06/15/2021,13:35:00,Kansas,MRO,System Operations,0,0,2021
June,06/16/2021,10:40:00,06/16/2021,10:43:00,Louisiana,SERC,Transmission Interruption,7,1841,2021
June,06/16/2021,04:10:00,06/16/2021,06:39:00,Maine,NPCC,System Operations,0,0,2021
June,06/16/2021,10:25:00,06/16/2021,15:16:00,Florida,SERC,Vandalism,0,0,2021
June,06/19/2021,18:54:00,06/19/2021,21:01:00,California,WECC,System Operations,93,51806,2021
June,06/21/2021,15:50:00,06/21/2021,16:50:00,Arkansas,SERC,Suspicious Activity,0,0,2021
June,06/23/2021,15:47:00,06/23/2021,16:44:00,Missouri,SERC,System Operations,0,0,2021
June,06/24/2021,03:34:00,06/24/2021,05:07:00,California,WECC,Transmission Interruption,36,7621,2021
June,06/24/2021,07:07:00,06/24/2021,13:48:00,Washington,SERC,Vandalism,0,0,2021
June,06/27/2021,20:10:00,06/27/2021,21:30:00,Dakota,MRO,Vandalism,4,1003,2021
July,07/03/2021,23:08:00,07/04/2021,02:16:00,Mexico,WECC,Vandalism,45,34509,2021
July,07/04/2021,15:33:00,07/04/2021,20:32:00,Washington,WECC,Natural Disaster,0,0,2021
July,07/05/2021,05:32:00,07/05/2021,08:58:00,York,NPCC,Transmission Interruption,0,0,2021
July,07/05/2021,14:04:00,07/05/2021,14:41:00,Ohio,RF/SERC,Transmission Interruption,0,0,2021
July,07/07/2021,00:02:00,07/07/2021,00:20:00,Florida,SERC,Transmission Interruption,450,0,2021
July,07/08/2021,17:01:00,07/08/2021,17:24:00,York,NPCC,Severe Weather/Transmisison Interruption,0,0,2021
July,07/08/2021,20:29:00,07/08/2021,20:33:00,Dakota,MRO,Severe Weather/Transmisison Interruption,88,0,2021
July,07/09/2021,20:25:00,07/10/2021,21:00:00,California,WECC,Severe Weather,230,47000,2021
July,07/10/2021,18:00:00,07/10/2021,21:00:00,Nevada,WECC,Transmission Interruption,9000,1300000,2021
July,07/11/2021,18:00:00,07/11/2021,21:00:00,Nevada,WECC,Transmission Interruption,9000,1300000,2021
July,07/12/2021,15:51:00,07/13/2021,17:00:00,Colorado,WECC,Sabotage,0,0,2021
July,07/14/2021,14:15:00,07/14/2021,14:16:00,California,WECC,Severe Weather/Transmisison Interruption,35,11000,2021
July,07/18/2021,04:00:00,07/18/2021,09:46:00,Illinois,RF,Transmission Interruption,0,0,2021
July,07/20/2021,16:21:00,07/20/2021,17:00:00,Ohio,RF,System Operations,0,0,2021
July,07/22/2021,14:00:00,07/22/2021,14:40:00,California,WECC,System Operations,220,0,2021
July,07/23/2021,08:09:00,07/23/2021,08:30:00,Minnesota,MRO/RF,System Operations,15,3500,2021
July,07/23/2021,08:20:00,07/23/2021,10:45:00,Virginia,RF/SERC,System Operations,0,0,2021
July,07/28/2021,12:54:00,07/28/2021,15:42:00,Maine,NPCC,System Operations,0,0,2021
July,07/30/2021,08:02:00,07/30/2021,09:34:00,Wisconsin,MRO,Cyber Event,0,0,2021
August,08/01/2021,09:00:00,08/04/2021,09:00:00,Nevada,WECC,Vandalism,0,0,2021
August,08/01/2021,23:37:00,08/02/2021,00:00:00,California,WECC,Severe Weather,95,65888,2021
August,08/02/2021,06:23:00,08/02/2021,15:55:00,Texas,TRE,Severe Weather/Transmission Interruption,43,19000,2021
August,08/02/2021,00:18:00,08/02/2021,10:47:00,Texas,TRE,Severe Weather/Transmission Interruption,24,9400,2021
August,08/03/2021,07:05:00,08/03/2021,07:32:00,Texas,TRE,Suspicious Activity,0,0,2021
August,08/12/2021,22:03:00,08/12/2021,22:44:00,Massachusetts,NPCC,System Operations,0,0,2021
August,08/15/2021,17:17:00,08/16/2021,03:30:00,California,WECC,Actual Physical Attack,0,0,2021
August,08/16/2021,16:11:00,08/16/2021,16:31:00,Montana,WECC,Vandalism,0,0,2021
August,08/17/2021,19:15:00,08/18/2021,17:45:00,California,WECC,Severe Weather,234,71000,2021
August,08/18/2021,11:40:00,08/18/2021,12:13:00,Texas,TRE,System Operations,0,0,2021
August,08/20/2021,15:35:00,08/20/2021,16:35:00,California,WECC,Vandalism,0,0,2021
August,08/20/2021,02:00:00,08/20/2021,03:00:00,Oregon,WECC,Vandalism,0,0,2021
